YYYYMM,행정동코드,행정동_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_평균_면적,아파트_평균_시가
202004,11680531,논현2동,399,2610,1992,818,328,326,74,452665399
202004,11680545,압구정동,181,1137,1392,2191,2186,1264,111,1210630980
202004,11680565,청담동,355,2375,2269,2193,1087,1115,106,919279201
202004,11680580,삼성1동,206,819,1474,742,603,673,97,808222348
202004,11680590,삼성2동,407,4177,3246,1354,604,276,65,457688181
202004,11680600,대치1동,95,496,2864,1610,1432,100,106,1326518505
202004,11680610,대치2동,300,1427,6654,2797,452,231,78,667421066
202004,11680630,대치4동,423,4320,854,272,211,149,52,291045172
202004,11680640,역삼1동,718,7957,1387,435,273,220,53,261197257
202004,11680650,역삼2동,361,6164,3245,1014,1041,227,64,491823903
202004,11680655,도곡1동,172,1414,2660,1533,360,424,94,621073997
202004,11680656,도곡2동,130,1701,2470,2396,1911,1619,95,975087113
202004,11680660,개포1동,159,5122,520,457,330,437,61,1065496504
202004,11680670,개포2동,86,1407,2103,7,178,3,68,580926605
202004,11680690,개포4동,377,2652,1158,51,316,248,59,319491395
202004,11680700,세곡동,210,5729,4553,1373,0,6,77,597800321
202004,11680720,일원본동,116,2695,3052,843,585,0,81,867767947
202004,11680730,일원1동,180,3733,156,18,21,1,55,310292322
202004,11680740,일원2동,48,4198,1077,231,128,84,68,725458289
202004,11680750,수서동,42,3273,683,409,220,36,81,789175877
202004,11710510,풍납1동,108,957,1255,140,6,4,59,209610396
202004,11710520,풍납2동,208,2728,2765,684,21,89,55,226691560
202004,11710531,거여1동,170,1577,1220,135,3,0,51,193017393
202004,11710532,거여2동,130,3838,608,298,299,0,61,283531021
202004,11710540,마천1동,327,2856,1057,264,9,3,60,282428626
202004,11710550,마천2동,350,3073,905,141,5,2,53,209625824
202004,11710561,방이1동,300,1815,1735,512,345,86,65,280988860
202004,11710562,방이2동,743,5820,1318,174,53,112,52,213761442
202004,11710566,오륜동,122,43,1991,2410,1096,0,111,1122099046
202004,11710570,오금동,621,5829,3465,1749,154,359,59,245061589
202004,11710580,송파1동,805,6363,1294,261,455,93,48,210085490
202004,11710590,송파2동,233,1943,2341,1329,283,131,64,348715493
202004,11710600,석촌동,1133,8741,1921,287,62,5,49,217907841
202004,11710610,삼전동,1112,8666,1487,188,20,2,48,193230020
202004,11710620,가락본동,370,4065,2301,894,356,118,58,249823566
202004,11710631,가락1동,4,0,206,0,0,0,85,638852624
202004,11710632,가락2동,472,4801,3342,781,247,41,55,249888399
202004,11710641,문정1동,387,3055,1513,968,600,133,56,261915577
202004,11710642,문정2동,66,0,2419,974,1980,120,116,920507791
202004,11710646,장지동,462,7492,3655,38,14,1,52,277087891
202004,11710647,위례동,95,4107,2048,1619,6,4,76,621040740
202004,11710650,잠실본동,798,6273,1738,277,58,1,47,214161211
202004,11710670,잠실2동,135,2263,7632,1346,0,0,87,1079062828
202004,11710680,잠실3동,112,1276,7392,1145,1131,101,91,1079554187
202004,11710690,잠실4동,93,2685,5130,966,940,0,93,971495913
202004,11710710,잠실6동,42,497,2123,1417,547,804,112,944903421
202004,11710720,잠실7동,43,0,1146,768,1032,252,126,1408792207
202004,11740515,강일동,169,5943,3476,937,0,0,72,406250675
202004,11740520,상일동,122,1137,952,161,159,163,78,377217100
202004,11740530,명일1동,170,2160,3042,571,61,0,61,248611146
202004,11740540,명일2동,64,101,2505,1014,680,0,88,480770165
202004,11740550,고덕1동,146,2659,3996,309,127,79,69,447696526
202004,11740560,고덕2동,49,313,4,0,0,0,45,151773607
202004,11740570,암사1동,651,5505,2368,470,1,4,50,175544109
202004,11740580,암사2동,110,2301,1905,205,64,3,52,222971188
202004,11740590,암사3동,119,1630,1945,1494,268,8,72,366982955
202004,11740600,천호1동,445,4325,2030,93,8,0,51,186924456
202004,11740610,천호2동,486,4570,1515,326,108,6,50,202540241
202004,11740620,천호3동,222,2859,2140,613,27,1,52,211370570
202004,11740640,성내1동,359,3403,2149,439,30,124,58,211532627
202004,11740650,성내2동,325,3327,1186,150,8,19,48,178208411
202004,11740660,성내3동,456,3394,2144,177,67,10,56,190814540
202004,11740685,길동,624,7468,5351,802,242,23,56,187717954
202004,11740690,둔촌1동,4,1090,2808,2032,0,0,83,854201839
202004,11740700,둔촌2동,315,3013,3387,734,72,21,58,221824698
202005,11110515,청운효자동,342,1667,650,103,107,129,70,243371110
202005,11110530,사직동,98,322,503,443,671,90,76,313674590
202005,11110540,삼청동,11,13,22,6,3,16,114,392575974
202005,11110550,부암동,183,774,710,205,51,134,83,226338355
202005,11110560,평창동,297,821,1328,409,586,645,125,428445295
202005,11110570,무악동,45,298,1148,530,32,0,82,446350543
202005,11110580,교남동,247,2184,1245,221,21,1,49,194204393
202005,11110600,가회동,130,719,81,21,8,44,66,245145969
202005,11110615,종로1·2·3·4가동,11,450,370,114,49,12,51,220777247
202005,11110630,종로5·6가동,14,312,1,2,3,1,42,132936677
202005,11110640,이화동,230,1535,253,17,4,30,53,145141512
202005,11110650,혜화동,341,2167,1073,133,54,35,58,165269307
202005,11110670,창신1동,27,714,278,0,0,0,48,161379277
202005,11110680,창신2동,225,1331,141,24,8,2,49,121211234
202005,11110690,창신3동,27,761,763,306,0,0,64,243402939
202005,11110700,숭인1동,40,356,329,185,0,0,61,235295402
202005,11110710,숭인2동,193,2144,487,46,0,0,51,143987316
202005,11140520,소공동,4,172,325,56,0,0,71,457047799
202005,11140540,회현동,25,614,139,233,277,183,83,315518214
202005,11140550,명동,6,16,14,2,116,120,95,416972645
202005,11140570,필동,37,514,115,71,9,7,64,231203921
202005,11140580,장충동,165,1774,111,26,24,41,45,158255338
202005,11140590,광희동,17,452,331,174,107,1,51,180442167
202005,11140605,을지로동,4,8,231,0,0,0,68,213437246
202005,11140615,신당동,52,897,188,152,104,29,47,167818078
202005,11140625,다산동,400,2585,500,135,59,108,65,183059237
202005,11140635,약수동,131,1582,1621,977,79,1,68,289046874
202005,11140645,청구동,84,1449,1112,659,2,0,64,294228809
202005,11140650,신당5동,59,750,486,146,0,0,60,274164868
202005,11140665,동화동,62,374,1582,506,225,1,82,410344824
202005,11140670,황학동,51,1200,1050,387,59,4,53,225923415
202005,11140680,중림동,86,1012,693,267,30,1,60,256153393
202005,11170510,후암동,404,2263,1025,140,104,93,63,251501889
202005,11170520,용산2가동,305,1537,307,12,5,1,50,188915261
202005,11170530,남영동,82,503,183,134,128,39,62,325915063
202005,11170555,청파동,467,2572,655,114,12,3,55,206142632
202005,11170560,원효로1동,119,1301,1847,841,194,15,61,351554472
202005,11170570,원효로2동,116,1460,1297,524,86,145,72,369628825
202005,11170580,효창동,175,1180,881,232,53,33,64,258179644
202005,11170590,용문동,176,1694,923,454,3,0,56,262622762
202005,11170625,한강로동,93,796,885,1005,1303,362,69,567531518
202005,11170630,이촌1동,131,1963,1860,3182,1056,1226,120,1077394523
202005,11170640,이촌2동,97,1819,1106,282,4,1,63,436884557
202005,11170650,이태원1동,91,281,143,287,270,296,98,554317911
202005,11170660,이태원2동,211,880,537,131,193,97,82,365818859
202005,11170685,한남동,511,2366,1409,475,397,1273,99,901751841
202005,11170690,서빙고동,182,581,695,109,625,694,80,745948349
202005,11170700,보광동,167,855,605,28,14,6,52,568741250
202005,11200520,왕십리2동,73,1580,1668,562,6,0,68,333110823
202005,11200535,왕십리도선동,104,1622,3642,963,180,0,72,479680275
202005,11200540,마장동,120,2621,2089,173,243,46,58,241419577
202005,11200550,사근동,112,1247,856,151,28,0,46,139242984
202005,11200560,행당1동,140,1118,1105,464,0,0,58,248832965
202005,11200570,행당2동,97,2397,2531,1444,4,1,79,451248059
202005,11200580,응봉동,236,2348,1524,883,0,0,55,172602163
202005,11200590,금호1가동,184,1625,1121,638,0,2,53,180067652
202005,11200615,금호2·3가동,262,2871,2065,716,2,0,59,244065289
202005,11200620,금호4가동,116,1359,1694,554,0,0,64,373217118
202005,11200645,옥수동,133,2401,3708,1401,647,198,93,611686138
202005,11200650,성수1가1동,121,1536,2185,10,208,4,60,467779051
202005,11200660,성수1가2동,76,1382,1373,45,0,0,56,331027896
202005,11200670,성수2가1동,114,1557,1150,202,157,6,58,371108065
202005,11200690,성수2가3동,78,783,904,801,0,1,58,291895888
202005,11200720,송정동,67,772,496,92,0,0,50,190377083
202005,11200790,용답동,55,443,283,7,0,0,57,193035015
202005,11215710,화양동,198,2900,339,33,0,0,34,132779174
202005,11215730,군자동,221,1826,692,152,66,6,53,178474581
202005,11215740,중곡1동,235,1628,478,28,20,0,52,171882565
202005,11215750,중곡2동,373,2682,665,26,3,1,51,172760642
202005,11215760,중곡3동,234,1948,385,17,0,0,49,161502511
202005,11215770,중곡4동,601,3947,1331,100,13,0,53,165867117
202005,11215780,능동,164,1310,237,16,5,1,46,183316606
202005,11215810,광장동,195,2376,5811,581,652,618,93,506935544
202005,11215820,자양1동,355,2874,885,87,7,7,50,190481420
202005,11215830,자양2동,409,3161,1986,499,290,50,55,227462355
202005,11215840,자양3동,162,2282,3781,969,733,104,67,364529590
202005,11215847,자양4동,144,1523,1282,38,59,0,48,209557237
202005,11215850,구의1동,405,2902,674,62,2,3,49,162628430
202005,11215860,구의2동,543,3412,1574,136,38,9,59,185479350
202005,11215870,구의3동,315,2904,4306,356,503,296,61,234312721
202005,11230536,용신동,227,3288,1730,452,38,16,57,198281968
202005,11230545,제기동,268,2519,1797,538,8,14,56,159006803
202005,11230560,전농1동,217,2530,1786,665,1,3,56,229549463
202005,11230570,전농2동,94,1692,1766,1259,0,1,71,290531164
202005,11230600,답십리1동,91,2692,2793,608,118,0,68,358508751
202005,11230610,답십리2동,116,2638,2976,853,2,0,70,260012142
202005,11230650,장안1동,349,4571,3972,1083,150,1,59,204060325
202005,11230660,장안2동,267,3638,3717,517,57,2,59,215602126
202005,11230705,청량리동,183,1173,1116,1123,302,90,64,178345749
202005,11230710,회기동,83,1205,849,42,1,0,53,155253764
202005,11230720,휘경1동,93,1115,775,290,0,0,50,150308562
202005,11230730,휘경2동,211,2528,2273,809,1,0,59,184309353
202005,11230740,이문1동,437,2760,1009,501,109,12,46,146871731
202005,11230750,이문2동,91,1778,2020,811,23,0,67,281936432
202005,11260520,면목2동,239,3326,1162,110,4,0,54,149008708
202005,11260540,면목4동,200,2740,1169,187,5,1,57,165459128
202005,11260550,면목5동,148,1364,300,27,0,0,51,137402406
202005,11260565,면목본동,465,4569,890,17,3,2,48,144860479
202005,11260570,면목7동,183,1531,2197,151,148,0,58,166254878
202005,11260575,면목3·8동,241,2580,1639,25,0,0,53,144301533
202005,11260580,상봉1동,221,2822,3579,477,15,6,58,187604600
202005,11260590,상봉2동,264,2751,755,156,141,24,44,145011243
202005,11260600,중화1동,259,3007,1701,39,0,0,55,152603722
202005,11260610,중화2동,253,2798,777,20,3,0,48,149665490
202005,11260620,묵1동,445,4824,2555,2062,24,17,59,176392502
202005,11260630,묵2동,229,2629,691,69,0,0,48,151547294
202005,11260655,망우본동,267,2904,2013,248,39,1,58,158999812
202005,11260660,망우3동,216,1795,238,5,8,1,50,140113025
202005,11260680,신내1동,187,6239,4544,1181,136,1,64,215840048
202005,11260690,신내2동,77,5645,1962,608,210,0,68,257420070
202005,11290525,성북동,274,1315,710,116,124,203,80,251457726
202005,11290555,삼선동,242,2364,1615,555,20,6,60,184643303
202005,11290575,동선동,192,2040,709,165,1,7,52,141683917
202005,11290580,돈암1동,85,1411,2193,858,0,0,68,235235256
202005,11290590,돈암2동,126,1752,3329,919,1445,0,80,315652532
202005,11290600,안암동,137,1790,453,237,23,100,56,150623756
202005,11290610,보문동,143,1739,1473,211,1,0,56,201345097
202005,11290620,정릉1동,131,2014,2174,626,0,0,63,198789913
202005,11290630,정릉2동,433,3421,2879,347,20,2,62,150436083
202005,11290640,정릉3동,232,2340,748,104,24,4,57,130646210
202005,11290650,정릉4동,396,4681,2716,926,9,2,63,160042808
202005,11290660,길음1동,178,4696,4983,1945,74,0,77,379937300
202005,11290685,길음2동,46,997,1097,614,103,107,73,282068092
202005,11290705,종암동,349,5472,3531,1267,23,0,60,197591506
202005,11290715,월곡1동,170,3543,2669,846,0,0,64,254065315
202005,11290725,월곡2동,117,1996,1483,603,88,60,63,208407162
202005,11290760,장위1동,471,3813,478,32,4,2,51,132714004
202005,11290770,장위2동,217,1341,512,54,3,1,58,148893928
202005,11290780,장위3동,92,1185,1117,147,0,0,60,201253297
202005,11290810,석관동,377,3951,1755,271,296,50,51,149946511
202005,11305534,삼양동,427,3731,1539,391,2,0,54,138061642
202005,11305535,미아동,438,3955,851,19,19,1,48,116814076
202005,11305545,송중동,498,3588,1571,374,3,0,53,129852475
202005,11305555,송천동,367,2778,983,95,0,1,51,153552735
202005,11305575,삼각산동,136,2396,4392,1681,0,0,84,365752537
202005,11305595,번1동,204,1914,764,0,3,0,49,121975950
202005,11305603,번2동,498,5401,745,115,1,0,45,81858513
202005,11305608,번3동,94,5239,1827,97,34,0,58,172270452
202005,11305615,수유1동,466,4097,697,42,1,0,51,116185046
202005,11305625,수유2동,366,3893,1231,694,3,0,53,127414142
202005,11305635,수유3동,382,3282,430,19,2,1,51,118006020
202005,11305645,우이동,518,3867,1335,208,74,35,59,135496765
202005,11305660,인수동,759,6096,1552,159,136,4,54,126805939
202005,11320511,창1동,195,5111,2981,186,156,78,64,197384233
202005,11320512,창2동,500,5192,2416,256,24,2,53,140185785
202005,11320513,창3동,215,2247,516,35,0,0,51,126084463
202005,11320514,창4동,98,4966,3831,551,676,0,75,314302692
202005,11320515,창5동,246,4227,2671,1180,211,160,58,177117910
202005,11320521,도봉1동,490,4104,1346,30,22,1,50,95872928
202005,11320522,도봉2동,131,3476,4947,337,3,0,66,184488971
202005,11320660,쌍문1동,407,4064,1904,113,46,2,55,122291925
202005,11320670,쌍문2동,322,4141,1266,10,3,55,54,118041184
202005,11320680,쌍문3동,253,2379,704,100,1,0,54,123930841
202005,11320681,쌍문4동,110,2186,3694,99,8,19,63,166201014
202005,11320690,방학1동,315,3145,2158,705,547,1,58,158569726
202005,11320700,방학2동,446,4177,598,2,9,0,50,108518836
202005,11320710,방학3동,130,3323,5167,450,140,0,71,183046724
202005,11350560,월계1동,309,3506,2593,580,1,0,53,136871862
202005,11350570,월계2동,129,7536,1795,450,158,0,64,210288794
202005,11350580,월계3동,104,9591,2188,524,328,0,60,269053386
202005,11350595,공릉1동,434,8445,3515,502,41,0,52,146999271
202005,11350600,공릉2동,280,5949,4257,1092,263,0,65,221426350
202005,11350611,하계1동,131,4635,2281,795,446,0,72,235113128
202005,11350612,하계2동,55,3074,2844,738,0,0,78,318489311
202005,11350619,중계본동,192,2749,1831,1639,440,0,70,222324608
202005,11350621,중계1동,79,3329,3564,981,66,0,79,396727534
202005,11350624,중계4동,74,4716,2202,300,34,0,63,214250769
202005,11350625,중계2·3동,76,9471,1880,282,16,0,57,219885371
202005,11350630,상계1동,300,7012,4605,896,265,5,62,176797397
202005,11350640,상계2동,170,2516,2236,253,248,8,55,166319575
202005,11350665,상계3·4동,284,3577,1862,435,5,0,55,129128483
202005,11350670,상계5동,240,4279,1820,2,0,0,51,119687370
202005,11350695,상계6·7동,151,10485,3112,50,0,0,56,274442492
202005,11350700,상계8동,73,8022,1068,0,0,0,55,240571617
202005,11350710,상계9동,71,5719,2539,0,0,0,59,239201169
202005,11350720,상계10동,52,4624,1378,420,0,0,62,294185003
202005,11380510,녹번동,700,5409,2714,288,58,4,54,148950294
202005,11380520,불광1동,744,6023,4522,981,59,3,55,175840484
202005,11380530,불광2동,713,5646,1176,109,23,19,50,123025345
202005,11380551,갈현1동,577,4107,1472,129,9,1,54,161536572
202005,11380552,갈현2동,738,5793,1800,299,124,16,54,143305148
202005,11380560,구산동,779,5730,3226,481,32,1,57,138734985
202005,11380570,대조동,834,6611,1262,122,7,0,50,141876725
202005,11380580,응암1동,496,4095,1949,178,142,1,55,155404845
202005,11380590,응암2동,231,2792,2262,458,43,1,57,193229484
202005,11380600,응암3동,623,4272,824,141,6,6,51,124377248
202005,11380625,역촌동,1296,9187,3410,221,74,9,55,146529019
202005,11380631,신사1동,641,5265,2652,160,11,0,55,140916622
202005,11380632,신사2동,387,3290,2015,56,2,4,53,130538212
202005,11380640,증산동,268,1921,1728,303,26,3,60,190056136
202005,11380650,수색동,174,1551,933,522,45,9,55,198120539
202005,11380690,진관동,374,4295,6817,2526,1659,848,97,417856561
202005,11410520,천연동,114,2116,1768,828,8,0,64,305473718
202005,11410555,북아현동,100,1589,738,130,10,17,60,313075561
202005,11410565,충현동,260,1618,1402,237,54,29,70,258257699
202005,11410585,신촌동,249,2988,854,191,25,6,49,152628660
202005,11410615,연희동,679,5129,2138,610,193,173,66,176044203
202005,11410620,홍제1동,329,3259,2266,786,26,24,62,161088672
202005,11410640,홍제3동,187,1959,1588,210,13,0,55,141258667
202005,11410655,홍제2동,116,1389,1907,545,59,1,69,251213445
202005,11410660,홍은1동,190,2365,2334,572,285,0,62,171751622
202005,11410685,홍은2동,676,4556,2093,305,209,159,60,138441256
202005,11410690,남가좌1동,83,1134,2833,568,69,60,76,467013784
202005,11410700,남가좌2동,281,2934,1302,685,1,2,52,157236773
202005,11410710,북가좌1동,189,1528,2674,802,140,8,65,267615133
202005,11410720,북가좌2동,884,5935,2510,381,0,19,55,154720417
202005,11440555,아현동,100,3355,2983,1134,44,114,77,629717753
202005,11440565,공덕동,466,4123,2477,1286,137,5,57,254887293
202005,11440585,도화동,124,1240,2552,1231,580,29,76,377106809
202005,11440590,용강동,151,2388,2583,915,274,0,66,384996323
202005,11440600,대흥동,53,1290,563,95,0,1,46,226580976
202005,11440610,염리동,72,1060,634,162,3,1,64,279788240
202005,11440630,신수동,217,2519,2512,630,63,20,59,279808531
202005,11440655,서강동,321,2553,3312,571,336,153,57,282236207
202005,11440660,서교동,511,4576,1152,315,404,23,51,187802822
202005,11440680,합정동,534,3727,1249,244,157,6,50,208779640
202005,11440690,망원1동,522,4108,1204,226,8,1,48,186695120
202005,11440700,망원2동,436,3731,1729,221,36,0,49,179743268
202005,11440710,연남동,401,2859,1065,237,38,5,51,186573762
202005,11440720,성산1동,567,3886,1436,136,51,10,55,168611594
202005,11440730,성산2동,358,8914,2935,547,7,0,53,200214576
202005,11440740,상암동,190,4889,2763,1178,0,0,65,376864247
202005,11470510,목1동,103,2322,2621,1482,918,266,77,586886671
202005,11470520,목2동,772,6330,2593,376,243,8,53,174577996
202005,11470530,목3동,449,4096,1344,352,61,4,52,163506517
202005,11470540,목4동,507,3689,2623,312,127,6,55,168741431
202005,11470550,목5동,191,3366,5496,1557,1785,177,101,942182401
202005,11470560,신월1동,372,3627,1053,22,5,0,50,110526592
202005,11470570,신월2동,365,3459,2771,386,6,0,56,141958156
202005,11470580,신월3동,230,2118,609,11,0,0,46,102305214
202005,11470590,신월4동,275,2736,3022,38,0,1,57,151105182
202005,11470600,신월5동,296,2303,1405,163,14,1,54,126121554
202005,11470610,신월6동,107,909,1028,55,4,0,52,125507841
202005,11470611,신월7동,671,7949,436,0,1,0,42,84199868
202005,11470620,신정1동,113,1387,1950,2055,264,0,85,605501893
202005,11470630,신정2동,95,1648,3219,844,1,0,66,315772088
202005,11470640,신정3동,340,8930,4131,1258,32,0,66,240510701
202005,11470650,신정4동,757,5908,2279,193,6,4,53,144748857
202005,11470670,신정6동,81,1794,2405,2295,474,246,97,740040684
202005,11470680,신정7동,112,5799,3392,696,207,203,70,377068096
202005,11500510,염창동,247,4104,7029,906,191,4,69,315712217
202005,11500520,등촌1동,189,2585,2484,168,0,0,54,194077010
202005,11500530,등촌2동,390,3316,1905,358,384,233,56,188442463
202005,11500535,등촌3동,124,10613,1644,641,232,0,57,272440093
202005,11500540,화곡1동,1203,12949,2954,231,4,0,50,127461680
202005,11500550,화곡2동,520,4580,552,22,9,0,50,122417413
202005,11500560,화곡3동,352,2759,1425,960,739,20,63,198251565
202005,11500570,화곡4동,539,4838,923,51,0,0,50,126522714
202005,11500590,화곡본동,1160,10133,1062,25,1,0,50,118872243
202005,11500591,화곡6동,462,4117,1846,436,272,226,56,150434066
202005,11500593,화곡8동,816,6585,1412,100,3,0,52,125368579
202005,11500603,가양1동,148,3529,2813,689,500,0,66,322050055
202005,11500604,가양2동,53,5964,414,704,0,0,52,235624512
202005,11500605,가양3동,59,6944,457,34,0,0,49,259383353
202005,11500611,발산1동,407,6848,4707,218,38,3,60,235520646
202005,11500615,우장산동,526,4672,5879,2206,157,0,63,249204228
202005,11500620,공항동,353,4461,1601,42,2,1,48,192482001
202005,11500630,방화1동,390,5481,5722,1346,1,0,60,272983582
202005,11500640,방화2동,253,4544,1311,219,4,1,51,164702344
202005,11500641,방화3동,148,7175,1213,660,498,0,62,213593456
202005,11530510,신도림동,142,3189,5349,1256,720,258,84,419902665
202005,11530520,구로1동,67,2122,4319,257,1,0,73,291319966
202005,11530530,구로2동,276,2655,1530,22,7,4,51,153719272
202005,11530540,구로3동,486,4882,1710,452,1,0,49,117578284
202005,11530550,구로4동,574,6345,1272,11,1,0,46,99491166
202005,11530560,구로5동,145,3331,3168,614,309,125,63,219264838
202005,11530595,가리봉동,174,1143,207,12,10,37,70,182837797
202005,11530720,고척1동,182,2849,3715,166,45,0,60,180394303
202005,11530730,고척2동,267,3690,2386,548,0,0,57,161051361
202005,11530740,개봉1동,399,4691,2650,491,384,0,55,144089813
202005,11530750,개봉2동,469,4971,3914,1397,34,0,59,165640411
202005,11530760,개봉3동,421,4464,1705,121,0,0,54,142946553
202005,11530770,오류1동,216,3800,1285,570,6,0,55,137434342
202005,11530780,오류2동,372,8314,3959,714,91,0,60,198407491
202005,11530790,수궁동,421,5533,2266,296,51,0,58,153269551
202005,11530800,항동,46,913,308,116,2,84,69,210708531
202005,11545510,가산동,167,3699,993,105,174,0,51,154218482
202005,11545610,독산1동,220,5238,4447,430,19,14,60,192652545
202005,11545620,독산2동,305,2657,430,8,1,0,51,127560010
202005,11545630,독산3동,391,3460,1475,103,3,0,53,147147300
202005,11545640,독산4동,248,1936,711,8,1,1,55,136139901
202005,11545670,시흥1동,381,5397,2230,378,79,0,53,159614373
202005,11545680,시흥2동,75,2289,2304,1835,0,0,78,221267164
202005,11545690,시흥3동,236,2637,1052,29,3,0,58,148950289
202005,11545700,시흥4동,340,3214,1230,204,4,0,55,130235058
202005,11545710,시흥5동,199,2362,1036,34,0,0,52,143002643
202005,11560515,영등포본동,238,1876,2998,63,0,0,56,193125873
202005,11560535,영등포동,142,3643,1708,484,143,0,46,241509267
202005,11560540,여의동,96,532,2424,2836,3215,1114,126,969059135
202005,11560550,당산1동,95,1845,2023,300,48,0,52,265861234
202005,11560560,당산2동,214,3805,4039,1480,686,7,67,365167641
202005,11560585,도림동,140,1272,979,122,84,1,55,169172356
202005,11560605,문래동,91,2172,3980,1298,325,46,90,469339715
202005,11560610,양평1동,59,2087,1058,160,0,0,59,252285015
202005,11560620,양평2동,172,3233,2994,233,19,0,50,214235690
202005,11560630,신길1동,136,1734,524,138,3,0,53,183726278
202005,11560650,신길3동,66,1445,1412,20,0,0,58,272070743
202005,11560660,신길4동,88,837,435,261,23,6,86,216225924
202005,11560670,신길5동,103,901,462,161,2,0,56,176002165
202005,11560680,신길6동,118,2244,1727,101,61,1,59,240911060
202005,11560690,신길7동,61,1590,1806,208,104,0,66,382749140
202005,11560700,대림1동,92,953,927,100,0,0,55,174422588
202005,11560710,대림2동,134,1781,813,82,0,0,53,148139262
202005,11560720,대림3동,248,3258,2391,2,344,0,50,148574022
202005,11590510,노량진1동,173,3004,3393,1642,5,3,66,326348621
202005,11590520,노량진2동,131,721,371,10,0,0,57,290000205
202005,11590530,상도1동,558,5682,5675,1468,141,33,60,243415538
202005,11590540,상도2동,268,3086,3065,504,394,0,60,271120694
202005,11590550,상도3동,575,3798,2103,144,11,0,58,173697874
202005,11590560,상도4동,671,4867,1431,222,47,0,54,160928123
202005,11590605,흑석동,234,1874,3138,1273,115,32,73,432607188
202005,11590620,사당1동,430,3068,1086,131,32,0,53,195328555
202005,11590630,사당2동,222,2988,2287,2111,64,1,69,317944076
202005,11590640,사당3동,309,2290,2722,1158,155,0,58,239445092
202005,11590650,사당4동,314,2078,1092,97,11,1,52,194212987
202005,11590651,사당5동,162,2007,714,272,1,0,54,199405237
202005,11590660,대방동,420,4677,3817,125,435,194,59,237787015
202005,11590670,신대방1동,145,1445,2653,1021,440,0,63,263360387
202005,11590680,신대방2동,200,1963,1336,292,168,123,60,207792322
202005,11620525,보라매동,373,2645,1639,32,3,2,56,153917149
202005,11620545,청림동,74,1654,1064,583,0,0,62,246271528
202005,11620565,성현동,309,3339,2949,1560,1,0,60,204397118
202005,11620575,행운동,296,2537,1857,606,5,0,54,165207633
202005,11620585,낙성대동,167,1366,882,174,7,1,60,183256025
202005,11620595,청룡동,298,3106,1243,227,3,0,57,176213239
202005,11620605,은천동,445,4433,2367,1118,24,0,55,161831984
202005,11620615,중앙동,176,1561,465,125,4,2,56,167228823
202005,11620625,인헌동,579,4140,1504,63,93,0,56,150787336
202005,11620630,남현동,324,1876,1825,265,149,15,67,242926920
202005,11620645,서원동,407,3205,1091,56,2,4,50,126481050
202005,11620655,신원동,216,2019,337,35,2,0,46,119830086
202005,11620665,서림동,250,2422,741,629,3,0,53,129144968
202005,11620685,신사동,227,1909,457,57,4,3,53,164226720
202005,11620695,신림동,202,2432,263,2,1,0,38,142244266
202005,11620715,난향동,131,1956,1660,695,0,0,67,205794303
202005,11620725,조원동,195,2653,1062,134,2,0,49,168942248
202005,11620735,대학동,109,1328,1582,42,1,0,57,163988280
202005,11620745,삼성동,192,3442,2026,473,12,1,58,169692851
202005,11620765,미성동,439,4607,2041,492,266,0,54,163026470
202005,11620775,난곡동,484,4998,658,84,3,1,48,128401327
202005,11650510,서초1동,251,2492,1591,764,557,430,79,402844396
202005,11650520,서초2동,95,1759,2005,676,722,268,79,542158574
202005,11650530,서초3동,475,3077,1453,1370,1181,1460,89,470399049
202005,11650531,서초4동,102,587,4019,2717,1220,709,105,1055283463
202005,11650540,잠원동,179,3165,4851,1338,1351,123,83,773147823
202005,11650550,반포본동,101,0,1503,1359,728,60,106,2146752288
202005,11650560,반포1동,281,3281,2474,770,588,1031,62,541289955
202005,11650570,반포2동,57,1180,2741,1325,1295,774,116,1810545120
202005,11650580,반포3동,52,768,2930,1810,854,37,100,1238448217
202005,11650581,반포4동,365,1109,2624,518,688,958,121,643229652
202005,11650590,방배본동,305,1178,915,1021,681,1381,97,574803704
202005,11650600,방배1동,370,2523,1255,421,324,292,62,349907659
202005,11650610,방배2동,456,2121,1928,623,217,83,65,423937687
202005,11650620,방배3동,357,1526,1612,1275,992,554,75,427045339
202005,11650621,방배4동,563,3369,1661,592,431,964,81,472130924
202005,11650651,양재1동,474,7237,4339,1631,205,276,82,449760042
202005,11650652,양재2동,504,4066,1431,151,114,24,57,270104671
202005,11650660,내곡동,98,2547,1217,873,4,11,83,680472232
202005,11680510,신사동,155,829,761,1296,823,776,77,677096632
202005,11680521,논현1동,486,4718,929,399,185,294,66,353132222
202005,11680531,논현2동,399,2610,1992,818,328,326,74,452665399
202005,11680545,압구정동,181,1137,1392,2191,2186,1264,111,1210630980
202005,11680565,청담동,355,2375,2269,2193,1087,1115,106,919279201
202005,11680580,삼성1동,206,819,1474,742,603,673,97,808222348
202005,11680590,삼성2동,407,4177,3246,1354,604,276,65,457688181
202005,11680600,대치1동,95,496,2864,1610,1432,100,106,1326518505
202005,11680610,대치2동,300,1427,6654,2797,452,231,78,667421066
202005,11680630,대치4동,423,4320,854,272,211,149,52,291045172
