YYYYMM,행정동코드,생활인구합계
202408,11110515,10466681
202408,11110530,21399917
202408,11110540,4017890
202408,11110550,8780204
202408,11110560,10261956
202408,11110570,1124979
202408,11110580,7273208
202408,11110600,6170748
202408,11110615,46248946
202408,11110630,12929901
202408,11110640,14241267
202408,11110650,17292938
202408,11110670,5222523
202408,11110680,6619230
202408,11110690,2131502
202408,11110700,4674563
202408,11110710,12192374
202408,11140520,27602919
202408,11140540,23202874
202408,11140550,34852881
202408,11140570,12839448
202408,11140580,8642009
202408,11140590,18951379
202408,11140605,15304766
202408,11140615,11489431
202408,11140625,9905741
202408,11140635,10209951
202408,11140645,10827766
202408,11140650,11920671
202408,11140665,5270383
202408,11140670,9179353
202408,11140680,10868773
202408,11170510,10618837
202408,11170520,13082652
202408,11170530,12823745
202408,11170555,14265839
202408,11170560,13723168
202408,11170570,9978069
202408,11170580,6420438
202408,11170590,7848147
202408,11170625,39619852
202408,11170630,17135435
202408,11170640,4205637
202408,11170650,12496882
202408,11170660,8715676
202408,11170685,19911234
202408,11170690,11133861
202408,11170700,4702573
202408,11200520,13695357
202408,11200535,16499197
202408,11200540,14679623
202408,11200550,14070401
202408,11200560,9604696
202408,11200570,17940024
202408,11200580,8086530
202408,11200590,10392985
202408,11200615,13896027
202408,11200620,9565481
202408,11200645,17696299
202408,11200650,15837252
202408,11200660,13603451
202408,11200670,15003709
202408,11200690,20879756
202408,11200720,5204786
202408,11200790,16817554
202408,11215710,25251639
202408,11215730,18564666
202408,11215740,11535503
202408,11215750,13505873
202408,11215760,13843351
202408,11215770,13191842
202408,11215780,11472665
202408,11215810,24118221
202408,11215820,18043401
202408,11215830,18680171
202408,11215840,20801387
202408,11215847,21837284
202408,11215850,17106523
202408,11215860,16727491
202408,11215870,24429377
202408,11230536,32153358
202408,11230545,19909317
202408,11230560,31004281
202408,11230570,10435492
202408,11230600,15237389
202408,11230610,21656876
202408,11230650,25006693
202408,11230660,21901456
202408,11230705,14191265
202408,11230710,12341438
202408,11230720,11712563
202408,11230730,14734857
202408,11230740,14766514
202408,11230750,11041164
202408,11260520,17259087
202408,11260540,13010993
202408,11260550,13284300
202408,11260565,22936438
202408,11260570,13133796
202408,11260575,15528328
202408,11260580,16239244
202408,11260590,19586036
202408,11260600,9475085
202408,11260610,22013952
202408,11260620,19387561
202408,11260630,14187345
202408,11260655,26620690
202408,11260660,9500478
202408,11260680,23855404
202408,11260690,13635309
202408,11290525,14750668
202408,11290555,22088187
202408,11290575,14151265
202408,11290580,8381171
202408,11290590,8681112
202408,11290600,19423694
202408,11290610,9503412
202408,11290620,6676843
202408,11290630,15055489
202408,11290640,15268657
202408,11290650,11975949
202408,11290660,25300707
202408,11290685,16118340
202408,11290705,30384189
202408,11290715,14400837
202408,11290725,13133743
202408,11290760,13177319
202408,11290770,11063195
202408,11290780,6808312
202408,11290810,24635574
202408,11305534,14506661
202408,11305535,18220247
202408,11305545,18154767
202408,11305555,19529988
202408,11305575,17784980
202408,11305595,13958704
202408,11305603,6529135
202408,11305608,14627472
202408,11305615,18928604
202408,11305625,12031578
202408,11305635,22242533
202408,11305645,14901501
202408,11305660,20201016
202408,11320511,17618805
202408,11320512,17415315
202408,11320513,7923691
202408,11320514,17506776
202408,11320515,15239695
202408,11320521,16385456
202408,11320522,16065030
202408,11320660,13991582
202408,11320670,13124644
202408,11320680,11855454
202408,11320681,11377527
202408,11320690,21716608
202408,11320700,9259743
202408,11320710,16565183
202408,11350560,14668523
202408,11350570,18211386
202408,11350580,19874310
202408,11350595,29279174
202408,11350600,31937234
202408,11350611,15926713
202408,11350612,9904733
202408,11350619,13669265
202408,11350621,19398722
202408,11350624,11048619
202408,11350625,25898973
202408,11350630,26251980
202408,11350640,16792327
202408,11350665,17963132
202408,11350670,12449639
202408,11350695,31428792
202408,11350700,14579893
202408,11350710,9913517
202408,11350720,14818393
202408,11380510,24596184
202408,11380520,23145376
202408,11380530,16592875
202408,11380551,10913339
202408,11380552,19673236
202408,11380560,15001663
202408,11380570,21935626
202408,11380580,25624546
202408,11380590,14340743
202408,11380600,17064528
202408,11380625,35577914
202408,11380631,17389670
202408,11380632,12901801
202408,11380640,13181419
202408,11380650,13953257
202408,11380690,41308465
202408,11410520,12634234
202408,11410555,8504598
202408,11410565,22601004
202408,11410585,38296295
202408,11410615,29675642
202408,11410620,20285554
202408,11410640,11190982
202408,11410655,7010230
202408,11410660,9850875
202408,11410685,19162462
202408,11410690,9312770
202408,11410700,16281644
202408,11410710,9777517
202408,11410720,23363342
202408,11440555,21504073
202408,11440565,26893190
202408,11440585,17544625
202408,11440590,15966322
202408,11440600,16620490
202408,11440610,17089432
202408,11440630,16639775
202408,11440655,20796615
202408,11440660,54371280
202408,11440680,19354003
202408,11440690,18836289
202408,11440700,12935575
202408,11440710,13539605
202408,11440720,11673601
202408,11440730,28965442
202408,11440740,33838207
202408,11470510,30659828
202408,11470520,16525513
202408,11470530,13091580
202408,11470540,13866836
202408,11470550,27952531
202408,11470560,12946467
202408,11470570,16366855
202408,11470580,11457332
202408,11470590,9764094
202408,11470600,11481324
202408,11470610,4431171
202408,11470611,12112726
202408,11470620,9290854
202408,11470630,11680409
202408,11470640,33759970
202408,11470650,22283231
202408,11470670,12812275
202408,11470680,21694423
202408,11500510,23029281
202408,11500520,18133869
202408,11500530,14489855
202408,11500535,23103584
202408,11500540,53734948
202408,11500550,8634715
202408,11500560,13506029
202408,11500570,15002601
202408,11500590,21631239
202408,11500591,17346123
202408,11500593,8452039
202408,11500603,35513073
202408,11500604,8407405
202408,11500605,7571281
202408,11500611,32448126
202408,11500615,22634262
202408,11500620,29225224
202408,11500630,24690667
202408,11500640,24793862
202408,11500641,11333839
202408,11530510,25387650
202408,11530520,13254902
202408,11530530,25371916
202408,11530540,35186132
202408,11530550,13304239
202408,11530560,25611010
202408,11530595,5152474
202408,11530720,20853982
202408,11530730,11659618
202408,11530740,21029255
202408,11530750,17882367
202408,11530760,13724851
202408,11530770,15874527
202408,11530780,28383740
202408,11530790,14820533
202408,11530800,8224221
202408,11545510,51912903
202408,11545610,36539641
202408,11545620,11071384
202408,11545630,14505810
202408,11545640,9057671
202408,11545670,26346500
202408,11545680,12899870
202408,11545690,7521488
202408,11545700,7073294
202408,11545710,11729229
202408,11560515,16782956
202408,11560535,35625367
202408,11560540,46553479
202408,11560550,21646319
202408,11560560,26189268
202408,11560585,12709916
202408,11560605,30263617
202408,11560610,13760955
202408,11560620,19205840
202408,11560630,12380144
202408,11560650,7992130
202408,11560660,8087061
202408,11560670,7939026
202408,11560680,14540863
202408,11560690,7828316
202408,11560700,7905248
202408,11560710,10120373
202408,11560720,14501566
202408,11590510,22932604
202408,11590520,8410383
202408,11590530,29962802
202408,11590540,18597978
202408,11590550,18007685
202408,11590560,16640864
202408,11590605,21226697
202408,11590620,18435149
202408,11590630,20480132
202408,11590640,13151642
202408,11590650,8518216
202408,11590651,9165499
202408,11590660,26413519
202408,11590670,17450485
202408,11590680,19258266
202408,11620525,14148216
202408,11620545,8774437
202408,11620565,16643877
202408,11620575,19363903
202408,11620585,17984270
202408,11620595,30221915
202408,11620605,20804111
202408,11620615,12629639
202408,11620625,16344699
202408,11620630,16696326
202408,11620645,17230080
202408,11620655,16631822
202408,11620665,15918350
202408,11620685,16685008
202408,11620695,18620929
202408,11620715,8951416
202408,11620725,18509274
202408,11620735,25847506
202408,11620745,15254141
202408,11620765,17086009
202408,11620775,14911574
202408,11650510,20422797
202408,11650520,34957692
202408,11650530,43911053
202408,11650531,33610034
202408,11650540,22323671
202408,11650550,1096401
202408,11650560,26349032
202408,11650570,15412517
202408,11650580,18248247
202408,11650581,33569616
202408,11650590,14179739
202408,11650600,11948503
202408,11650610,16126645
202408,11650620,19102046
202408,11650621,18387844
202408,11650651,39107956
202408,11650652,28688929
202408,11650660,13106138
202408,11680510,24385088
202408,11680521,28026385
202408,11680531,31220851
202408,11680545,27583145
202408,11680565,28015031
202408,11680580,29583445
202408,11680590,29135170
202408,11680600,20047398
202408,11680610,32954914
202408,11680630,30793284
202408,11680640,50018461
202408,11680650,39215698
202408,11680655,18068660
202408,11680656,26004313
202408,11680660,13683246
202408,11680670,30392841
202408,11680675,8449853
202408,11680690,19244064
202408,11680700,31474876
202408,11680720,19448415
202408,11680730,9550620
202408,11680750,14020208
202408,11710510,7758200
202408,11710520,23658901
202408,11710531,9221343
202408,11710532,15241313
202408,11710540,8607804
202408,11710550,11491485
202408,11710561,11917884
202408,11710562,23035835
202408,11710566,14719065
202408,11710570,25265311
202408,11710580,18499871
202408,11710590,12329799
202408,11710600,26041398
202408,11710610,22486008
202408,11710620,23021028
202408,11710631,21623213
202408,11710632,21206417
202408,11710641,13599528
202408,11710642,38016986
202408,11710646,18002694
202408,11710647,26601164
202408,11710650,24852812
202408,11710670,25829089
202408,11710680,29666690
202408,11710690,13121910
202408,11710710,31133400
202408,11710720,6957875
202408,11740515,24521210
202408,11740525,27910529
202408,11740526,12150590
202408,11740530,16440093
202408,11740540,13157211
202408,11740550,14029002
202408,11740560,16157410
202408,11740570,21911998
202408,11740580,9390036
202408,11740590,8623668
202408,11740600,20024432
202408,11740610,29418179
202408,11740620,18778936
202408,11740640,15216758
202408,11740650,22934323
202408,11740660,21228374
202408,11740685,37725290
202408,11740690,1920550
202408,11740700,16649257
202409,11110515,10633410
202409,11110530,20391437
202409,11110540,3532183
202409,11110550,7832466
202409,11110560,11454636
202409,11110570,3636857
202409,11110580,8058219
202409,11110600,6186221
202409,11110615,37382805
202409,11110630,11369717
202409,11110640,15472471
202409,11110650,18176331
202409,11110670,5187674
202409,11110680,4592788
202409,11110690,3476679
202409,11110700,4327451
202409,11110710,8760080
202409,11140520,22682031
202409,11140540,21725339
202409,11140550,32219466
202409,11140570,11318599
202409,11140580,8213968
202409,11140590,17283763
202409,11140605,12237789
202409,11140615,11770726
202409,11140625,9215665
202409,11140635,10000476
202409,11140645,5387138
202409,11140650,7615109
202409,11140665,9211616
202409,11140670,9333718
202409,11140680,9011814
202409,11170510,8673224
202409,11170520,8885840
202409,11170530,11629319
202409,11170555,17628832
202409,11170560,13012570
202409,11170570,9968138
202409,11170580,6508928
202409,11170590,7046725
202409,11170625,35714477
202409,11170630,15610533
202409,11170640,3255574
202409,11170650,10146586
202409,11170660,10592852
202409,11170685,20843586
202409,11170690,10190109
202409,11170700,6029652
202409,11200520,8306025
202409,11200535,22466354
202409,11200540,16300441
202409,11200550,16000513
202409,11200560,13239324
202409,11200570,14119235
202409,11200580,8326973
202409,11200590,9757154
202409,11200615,14704421
202409,11200620,10030570
202409,11200645,14627242
202409,11200650,12951456
202409,11200660,14349666
202409,11200670,12533039
202409,11200690,20710564
202409,11200720,7743026
202409,11200790,10374366
202409,11215710,27171643
202409,11215730,15212606
202409,11215740,10909158
202409,11215750,13217348
202409,11215760,10866086
202409,11215770,21215289
202409,11215780,9460765
202409,11215810,25014613
202409,11215820,15560433
202409,11215830,16587919
202409,11215840,20336762
202409,11215847,16969319
202409,11215850,15350230
202409,11215860,18071356
202409,11215870,22136682
202409,11230536,30110505
202409,11230545,19994156
202409,11230560,27450378
202409,11230570,13254662
202409,11230600,17739392
202409,11230610,19763553
202409,11230650,24158315
202409,11230660,22977947
202409,11230705,13873720
202409,11230710,12439334
202409,11230720,10995434
202409,11230730,15382504
202409,11230740,18803612
202409,11230750,13378080
202409,11260520,16861319
202409,11260540,12060743
202409,11260550,8676350
202409,11260565,24700739
202409,11260570,14530309
202409,11260575,18250552
202409,11260580,13255924
202409,11260590,17981017
202409,11260600,12550125
202409,11260610,14960502
202409,11260620,21056736
202409,11260630,15457590
202409,11260655,27094969
202409,11260660,8383950
202409,11260680,25428460
202409,11260690,11900430
202409,11290525,15133409
202409,11290555,17187757
202409,11290575,15458539
202409,11290580,8751238
202409,11290590,6237881
202409,11290600,20266979
202409,11290610,13055286
202409,11290620,9953847
202409,11290630,14452564
202409,11290640,10643253
202409,11290650,15865832
202409,11290660,22373333
202409,11290685,15135722
202409,11290705,27997133
202409,11290715,14626328
202409,11290725,15487402
202409,11290760,16160688
202409,11290770,8716292
202409,11290780,6748269
202409,11290810,19961427
202409,11305534,15868435
202409,11305535,15544537
202409,11305545,22054084
202409,11305555,19297473
202409,11305575,15393918
202409,11305595,14607075
202409,11305603,10047465
202409,11305608,10694237
202409,11305615,12092920
202409,11305625,14095959
202409,11305635,19112448
202409,11305645,14905079
202409,11305660,18897285
202409,11320511,15545367
202409,11320512,20395827
202409,11320513,6964420
202409,11320514,19958364
202409,11320515,16095943
202409,11320521,15904380
202409,11320522,17097226
202409,11320660,12691940
202409,11320670,11697099
202409,11320680,10297690
202409,11320681,14037809
202409,11320690,19518971
202409,11320700,9432005
202409,11320710,16632780
202409,11350560,17073821
202409,11350570,15468224
202409,11350580,20056343
202409,11350595,26570728
202409,11350600,32161597
202409,11350611,20771397
202409,11350612,10465140
202409,11350619,16520664
202409,11350621,17881845
202409,11350624,12642195
202409,11350625,20398105
202409,11350630,25144254
202409,11350640,18165149
202409,11350665,17368308
202409,11350670,11851827
202409,11350695,26481806
202409,11350700,13944186
202409,11350710,13196910
202409,11350720,10952690
202409,11380510,26598219
202409,11380520,23368522
202409,11380530,18258662
202409,11380551,12055559
202409,11380552,16005209
202409,11380560,21328527
202409,11380570,20654225
202409,11380580,20540371
202409,11380590,14872737
202409,11380600,15858070
202409,11380625,29769230
202409,11380631,17025668
202409,11380632,12363253
202409,11380640,9214628
202409,11380650,13516572
202409,11380690,39606362
202409,11410520,9078355
202409,11410555,5987960
202409,11410565,20960059
202409,11410585,42796740
202409,11410615,28927427
202409,11410620,17152934
202409,11410640,12212850
202409,11410655,7540902
202409,11410660,13250643
202409,11410685,16655068
202409,11410690,10107921
202409,11410700,20179999
202409,11410710,10545593
202409,11410720,20292881
202409,11440555,19575564
202409,11440565,25344494
202409,11440585,13183727
202409,11440590,14595749
202409,11440600,16989186
202409,11440610,16112771
202409,11440630,15840861
202409,11440655,22126699
202409,11440660,48366226
202409,11440680,14296001
202409,11440690,14530713
202409,11440700,12245774
202409,11440710,12244874
202409,11440720,15442998
202409,11440730,27103277
202409,11440740,33047735
202409,11470510,23665270
202409,11470520,21035801
202409,11470530,10068652
202409,11470540,14704665
202409,11470550,27466978
202409,11470560,13148155
202409,11470570,8369438
202409,11470580,8866001
202409,11470590,7623697
202409,11470600,9929001
202409,11470610,4125309
202409,11470611,11714508
202409,11470620,9999999
202409,11470630,11218222
202409,11470640,35579685
202409,11470650,25267446
202409,11470670,12693147
202409,11470680,17924048
202409,11500510,23940367
202409,11500520,19919296
202409,11500530,12751560
202409,11500535,23775587
202409,11500540,33706777
202409,11500550,8310043
202409,11500560,12933579
202409,11500570,14813193
202409,11500590,21625269
202409,11500591,17573678
202409,11500593,26248400
202409,11500603,35639647
202409,11500604,9524848
202409,11500605,7508090
202409,11500611,31015731
202409,11500615,18942173
202409,11500620,26215012
202409,11500630,24189965
202409,11500640,21016974
202409,11500641,12373133
202409,11530510,25150333
202409,11530520,13147383
202409,11530530,19634709
202409,11530540,30934773
202409,11530550,13530323
202409,11530560,26493436
202409,11530595,5178121
202409,11530720,20979695
202409,11530730,12175974
202409,11530740,20781486
202409,11530750,18464894
202409,11530760,11416749
202409,11530770,14509229
202409,11530780,27233854
202409,11530790,14399140
202409,11530800,7826619
202409,11545510,42692247
202409,11545610,34836575
202409,11545620,9264188
202409,11545630,11968381
202409,11545640,10601177
202409,11545670,22973485
202409,11545680,12594829
202409,11545690,7248397
202409,11545700,13075678
202409,11545710,9686845
202409,11560515,13903052
202409,11560535,33131163
202409,11560540,44379633
202409,11560550,20219636
202409,11560560,28696897
202409,11560585,13608584
202409,11560605,26731237
202409,11560610,13987533
202409,11560620,17605621
202409,11560630,13769739
202409,11560650,7962529
202409,11560660,7809166
202409,11560670,5094604
202409,11560680,12725219
202409,11560690,10987103
202409,11560700,9689473
202409,11560710,10069747
202409,11560720,15661576
202409,11590510,23951613
202409,11590520,8454244
202409,11590530,31239642
202409,11590540,18018811
202409,11590550,14022914
202409,11590560,18209308
202409,11590605,24780607
202409,11590620,17508429
202409,11590630,21325241
202409,11590640,12828743
202409,11590650,9162712
202409,11590651,9943009
202409,11590660,25673951
202409,11590670,15315179
202409,11590680,16315151
202409,11620525,14568929
202409,11620545,6279123
202409,11620565,15607620
202409,11620575,19769688
202409,11620585,18188502
202409,11620595,27654989
202409,11620605,20688821
202409,11620615,10817989
202409,11620625,15852042
202409,11620630,15090284
202409,11620645,18056562
202409,11620655,11546168
202409,11620665,14947040
202409,11620685,13652454
202409,11620695,19326987
202409,11620715,8544992
202409,11620725,17885461
202409,11620735,25075870
202409,11620745,14545588
202409,11620765,18217787
202409,11620775,14494198
202409,11650510,19700584
202409,11650520,27365951
202409,11650530,46435425
202409,11650531,29049166
202409,11650540,22651377
202409,11650550,1150822
202409,11650560,23131923
202409,11650570,17071715
202409,11650580,14174000
202409,11650581,29154594
202409,11650590,13878861
202409,11650600,13490824
202409,11650610,12134088
202409,11650620,11583303
202409,11650621,18111237
202409,11650651,35359794
202409,11650652,25717737
202409,11650660,13278390
202409,11680510,21521893
202409,11680521,28829239
202409,11680531,29062314
202409,11680545,28700182
202409,11680565,26600458
202409,11680580,28190539
202409,11680590,28001886
202409,11680600,21244530
202409,11680610,35373045
202409,11680630,28829587
202409,11680640,48883910
202409,11680650,31468622
202409,11680655,19921399
202409,11680656,19707375
202409,11680660,16362294
202409,11680670,25721931
202409,11680675,10737231
202409,11680690,16017092
202409,11680700,30112984
202409,11680720,17998036
202409,11680730,10047828
202409,11680750,13612904
202409,11710510,7567053
202409,11710520,20904594
202409,11710531,7132689
202409,11710532,14663280
202409,11710540,9876082
202409,11710550,11708211
202409,11710561,12593907
202409,11710562,24602854
202409,11710566,11538690
202409,11710570,25573888
202409,11710580,19480922
202409,11710590,12150695
202409,11710600,24049215
202409,11710610,18260724
202409,11710620,24279814
202409,11710631,19306798
202409,11710632,20573930
202409,11710641,14767290
202409,11710642,30002047
202409,11710646,19151832
202409,11710647,27658876
202409,11710650,21849375
202409,11710670,22957804
202409,11710680,31396029
202409,11710690,12926612
202409,11710710,26657643
202409,11710720,6949904
202409,11740515,23587087
202409,11740525,27348365
202409,11740526,11314445
202409,11740530,18508120
202409,11740540,10728424
202409,11740550,15902160
202409,11740560,16148175
202409,11740570,21428370
202409,11740580,9468309
202409,11740590,11393013
202409,11740600,17257019
202409,11740610,27064910
202409,11740620,20767864
202409,11740640,14763158
202409,11740650,17794554
202409,11740660,19913078
202409,11740685,37583651
202409,11740690,1964794
202409,11740700,18697465
202410,11110515,11661692
202410,11110530,22672722
202410,11110540,3976155
202410,11110550,8163737
202410,11110560,11653142
202410,11110570,3862692
202410,11110580,8715446
202410,11110600,6801080
202410,11110615,40932330
202410,11110630,12755869
202410,11110640,17224658
202410,11110650,19211004
202410,11110670,5304730
202410,11110680,4700062
202410,11110690,3639307
202410,11110700,4617448
202410,11110710,9510014
202410,11140520,25814603
202410,11140540,25556757
202410,11140550,35807048
202410,11140570,12529705
202410,11140580,8629031
202410,11140590,18845735
202410,11140605,13561324
202410,11140615,12814165
202410,11140625,9659671
202410,11140635,10351962
202410,11140645,5990209
202410,11140650,7863146
202410,11140665,9532774
202410,11140670,10282373
202410,11140680,9290409
202410,11170510,9014811
202410,11170520,9095810
202410,11170530,14884420
202410,11170555,18587330
202410,11170560,13587234
202410,11170570,10432100
202410,11170580,7106336
202410,11170590,7249638
202410,11170625,39004083
202410,11170630,16529489
202410,11170640,3691981
202410,11170650,10199334
202410,11170660,10795134
202410,11170685,22153303
202410,11170690,10892419
202410,11170700,6116198
202410,11200520,8561647
202410,11200535,23218993
202410,11200540,16865568
202410,11200550,17225105
202410,11200560,14185612
202410,11200570,14400534
202410,11200580,8445383
202410,11200590,9970003
202410,11200615,15268460
202410,11200620,10144655
202410,11200645,15305419
202410,11200650,14293716
202410,11200660,15450852
202410,11200670,13292507
202410,11200690,22984078
202410,11200720,8157945
202410,11200790,10893794
202410,11215710,28748564
202410,11215730,15898408
202410,11215740,11394522
202410,11215750,13741487
202410,11215760,11193864
202410,11215770,21789991
202410,11215780,10517688
202410,11215810,26218867
202410,11215820,16109513
202410,11215830,17075793
202410,11215840,20906661
202410,11215847,17628492
202410,11215850,16272590
202410,11215860,18778364
202410,11215870,23507577
202410,11230536,31929093
202410,11230545,20892471
202410,11230560,28777130
202410,11230570,13540628
202410,11230600,18258895
202410,11230610,20718070
202410,11230650,25375211
202410,11230660,23564302
202410,11230705,14497343
202410,11230710,13060118
202410,11230720,11546040
202410,11230730,16036081
202410,11230740,20080592
202410,11230750,13621941
202410,11260520,17248405
202410,11260540,12360889
202410,11260550,9034615
202410,11260565,25264803
202410,11260570,14780469
202410,11260575,18536946
202410,11260580,13781310
202410,11260590,18841473
202410,11260600,12844098
202410,11260610,15160633
202410,11260620,21626189
202410,11260630,15985978
202410,11260655,28148310
202410,11260660,8489835
202410,11260680,26093825
202410,11260690,12156833
202410,11290525,15398314
202410,11290555,18268408
202410,11290575,16351305
202410,11290580,8724128
202410,11290590,5906656
202410,11290600,21565064
202410,11290610,13494838
202410,11290620,10941504
202410,11290630,14203334
202410,11290640,11082314
202410,11290650,16408115
202410,11290660,23341360
202410,11290685,15645004
202410,11290705,29037155
202410,11290715,15379330
202410,11290725,16096687
202410,11290760,16852025
202410,11290770,8406582
202410,11290780,8102398
202410,11290810,20577916
202410,11305534,16478585
202410,11305535,16083814
202410,11305545,22448863
202410,11305555,19700442
202410,11305575,16399465
202410,11305595,15105122
202410,11305603,10240678
202410,11305608,10843013
202410,11305615,12086255
202410,11305625,14255338
202410,11305635,19741597
202410,11305645,15553664
202410,11305660,19057663
202410,11320511,15907965
202410,11320512,20529230
202410,11320513,7136240
202410,11320514,20584401
202410,11320515,16559736
202410,11320521,16772900
202410,11320522,17612333
202410,11320660,12788349
202410,11320670,12057080
202410,11320680,10315818
202410,11320681,14162294
202410,11320690,19572690
202410,11320700,9278119
202410,11320710,16993813
202410,11350560,17391615
202410,11350570,15341719
202410,11350580,20183097
202410,11350595,27580892
202410,11350600,34017412
202410,11350611,21640307
202410,11350612,10631029
202410,11350619,17096564
202410,11350621,18464405
202410,11350624,12868144
202410,11350625,21035689
202410,11350630,25517458
202410,11350640,18561272
202410,11350665,17702637
202410,11350670,11199673
202410,11350695,27641683
202410,11350700,14442855
202410,11350710,13363213
202410,11350720,11045704
202410,11380510,27280267
202410,11380520,24147014
202410,11380530,18676937
202410,11380551,12313305
202410,11380552,16292167
202410,11380560,21685099
202410,11380570,21309634
202410,11380580,21143163
202410,11380590,15609207
202410,11380600,16098741
202410,11380625,31114772
202410,11380631,17194253
202410,11380632,12752224
202410,11380640,9427870
202410,11380650,13899411
202410,11380690,40795459
202410,11410520,9755125
202410,11410555,6343963
202410,11410565,21581554
202410,11410585,46256436
202410,11410615,30243708
202410,11410620,17559712
202410,11410640,12801352
202410,11410655,7696528
202410,11410660,13565246
202410,11410685,14378544
202410,11410690,10849720
202410,11410700,20390522
202410,11410710,10645705
202410,11410720,21222510
202410,11440555,20241528
202410,11440565,26834507
202410,11440585,13884567
202410,11440590,15395793
202410,11440600,18098468
202410,11440610,17050646
202410,11440630,16460135
202410,11440655,23318836
202410,11440660,51137503
202410,11440680,15091085
202410,11440690,15240004
202410,11440700,12547092
202410,11440710,12511034
202410,11440720,16073028
202410,11440730,27994912
202410,11440740,35581065
202410,11470510,24645435
202410,11470520,21434890
202410,11470530,10316415
202410,11470540,14944163
202410,11470550,28926481
202410,11470560,13441937
202410,11470570,8620559
202410,11470580,9328048
202410,11470590,7693447
202410,11470600,10103191
202410,11470610,4150274
202410,11470611,11947305
202410,11470620,10470924
202410,11470630,11553867
202410,11470640,36362820
202410,11470650,26203955
202410,11470670,13171272
202410,11470680,18386959
202410,11500510,24928490
202410,11500520,20896141
202410,11500530,13017101
202410,11500535,24725153
202410,11500540,35116436
202410,11500550,8498745
202410,11500560,13498927
202410,11500570,15088105
202410,11500590,22083817
202410,11500591,18207837
202410,11500593,26761266
202410,11500603,37611855
202410,11500604,9807701
202410,11500605,7727843
202410,11500611,32505066
202410,11500615,18762891
202410,11500620,28223783
202410,11500630,25058495
202410,11500640,22938246
202410,11500641,12666911
202410,11530510,26496522
202410,11530520,13545134
202410,11530530,20251482
202410,11530540,32775245
202410,11530550,13683897
202410,11530560,27763621
202410,11530595,5398510
202410,11530720,21086190
202410,11530730,12392534
202410,11530740,21164984
202410,11530750,18864223
202410,11530760,11830294
202410,11530770,15018171
202410,11530780,27920668
202410,11530790,14605402
202410,11530800,7011712
202410,11545510,46535849
202410,11545610,36165315
202410,11545620,8513288
202410,11545630,12402668
202410,11545640,11015575
202410,11545670,23862487
202410,11545680,12721533
202410,11545690,7398399
202410,11545700,13227332
202410,11545710,9740805
202410,11560515,14596889
202410,11560535,35580022
202410,11560540,48312065
202410,11560550,21372457
202410,11560560,30617547
202410,11560585,13970272
202410,11560605,28201081
202410,11560610,14654771
202410,11560620,18617458
202410,11560630,14245142
202410,11560650,8140008
202410,11560660,7987549
202410,11560670,5119182
202410,11560680,13227403
202410,11560690,11417658
202410,11560700,10009710
202410,11560710,10293555
202410,11560720,15926435
202410,11590510,25371807
202410,11590520,9077030
202410,11590530,32666926
202410,11590540,18643948
202410,11590550,14419902
202410,11590560,18582951
202410,11590605,25983332
202410,11590620,18453186
202410,11590630,22344095
202410,11590640,13029594
202410,11590650,9336299
202410,11590651,10125967
202410,11590660,26788491
202410,11590670,15813607
202410,11590680,17266630
202410,11620525,14796146
202410,11620545,6262158
202410,11620565,15897297
202410,11620575,20515204
202410,11620585,19369510
202410,11620595,28993264
202410,11620605,21203328
202410,11620615,11483350
202410,11620625,16509519
202410,11620630,15894255
202410,11620645,18899834
202410,11620655,11843823
202410,11620665,15458305
202410,11620685,14384970
202410,11620695,20577088
202410,11620715,8671808
202410,11620725,18920826
202410,11620735,26515195
202410,11620745,14652335
202410,11620765,18650699
202410,11620775,14779686
202410,11650510,20993350
202410,11650520,29304096
202410,11650530,49780021
202410,11650531,30264787
202410,11650540,24609643
202410,11650550,1405262
202410,11650560,24477074
202410,11650570,18307313
202410,11650580,15176667
202410,11650581,31853225
202410,11650590,14298638
202410,11650600,14182004
202410,11650610,12896222
202410,11650620,11995913
202410,11650621,19001926
202410,11650651,37517350
202410,11650652,27562228
202410,11650660,14038521
202410,11680510,23015622
202410,11680521,30769084
202410,11680531,31624221
202410,11680545,30667917
202410,11680565,28413510
202410,11680580,30405785
202410,11680590,29661264
202410,11680600,22353364
202410,11680610,37326545
202410,11680630,30316022
202410,11680640,52336018
202410,11680650,33593892
202410,11680655,21207021
202410,11680656,20642750
202410,11680660,16923441
202410,11680670,26397165
202410,11680675,11122873
202410,11680690,16544854
202410,11680700,31071809
202410,11680720,18678645
202410,11680730,10366412
202410,11680750,15404559
202410,11710510,7735114
202410,11710520,21825587
202410,11710531,7359481
202410,11710532,14830155
202410,11710540,9734500
202410,11710550,11866002
202410,11710561,12911571
202410,11710562,25866926
202410,11710566,11205026
202410,11710570,26291402
202410,11710580,20317919
202410,11710590,12297852
202410,11710600,25193906
202410,11710610,18919975
202410,11710620,25433747
202410,11710631,20001093
202410,11710632,21231564
202410,11710641,15390054
202410,11710642,32416484
202410,11710646,20402670
202410,11710647,28827784
202410,11710650,22810792
202410,11710670,22796007
202410,11710680,34122578
202410,11710690,13079988
202410,11710710,28243609
202410,11710720,7157801
202410,11740515,23942961
202410,11740525,28232437
202410,11740526,11854574
202410,11740530,18770626
202410,11740540,11314718
202410,11740550,16302856
202410,11740560,17130498
202410,11740570,21857191
202410,11740580,9989669
202410,11740590,11589133
202410,11740600,17695413
