YYYYMM,행정동코드,행정동이름,AREA_M2,LAT,LON,전체승객수,당월_매출_금액,당월_매출_건수,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_평균_면적,아파트_평균_시가
202412,1117069000,서빙고동,2917053,126.98838,37.52247,281578,3344850789.0,132495.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202501,1117069000,서빙고동,2917053,126.98838,37.52247,225783,4175308860.0,189807.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202502,1117069000,서빙고동,2917053,126.98838,37.52247,228399,5005766932.0,247119.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202503,1117069000,서빙고동,2917053,126.98838,37.52247,272064,5836225004.0,304431.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202504,1117069000,서빙고동,2917053,126.98838,37.52247,276880,5923038145.0,310822.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202505,1117069000,서빙고동,2917053,126.98838,37.52247,289400,6009851287.0,317213.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202506,1117069000,서빙고동,2917053,126.98838,37.52247,269644,6096664429.0,323604.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202507,1117069000,서빙고동,2917053,126.98838,37.52247,251927,6335245191.0,333326.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202508,1117069000,서빙고동,2917053,126.98838,37.52247,278673,6573825953.0,343048.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202509,1117069000,서빙고동,2917053,126.98838,37.52247,279781,6812406716.0,352771.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202510,1117069000,서빙고동,2917053,126.98838,37.52247,266022,6726475564.0,339957.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202511,1117069000,서빙고동,2917053,126.98838,37.52247,278498,6640544412.0,327144.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202512,1117069000,서빙고동,2917053,126.98838,37.52247,280476,6554613260.0,314331.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202601,1117069000,서빙고동,2917053,126.98838,37.52247,223490,6438267853.0,303324.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202602,1117069000,서빙고동,2917053,126.98838,37.52247,224014,6321922446.0,292317.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202603,1117069000,서빙고동,2917053,126.98838,37.52247,292610,6205577040.0,281310.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202604,1117069000,서빙고동,2917053,126.98838,37.52247,299818,6519198861.0,296165.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0
202408,1117070000,보광동,872912,127.00126,37.52587,119724,10715757552.0,479601.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202409,1117070000,보광동,872912,127.00126,37.52587,113870,10082599213.0,446045.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202410,1117070000,보광동,872912,127.00126,37.52587,117378,9844058049.0,431731.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202411,1117070000,보광동,872912,127.00126,37.52587,114293,9605516885.0,417417.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202412,1117070000,보광동,872912,127.00126,37.52587,111622,9366975721.0,403104.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202501,1117070000,보광동,872912,127.00126,37.52587,94760,9106005825.0,380513.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202502,1117070000,보광동,872912,127.00126,37.52587,95129,8845035929.0,357922.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202503,1117070000,보광동,872912,127.00126,37.52587,112848,8584066033.0,335331.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202504,1117070000,보광동,872912,127.00126,37.52587,111790,8840374219.0,347163.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202505,1117070000,보광동,872912,127.00126,37.52587,112628,9096682405.0,358995.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202506,1117070000,보광동,872912,127.00126,37.52587,104433,9352990591.0,370827.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202507,1117070000,보광동,872912,127.00126,37.52587,99023,9325705268.0,363388.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202508,1117070000,보광동,872912,127.00126,37.52587,106807,9298419945.0,355949.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202509,1117070000,보광동,872912,127.00126,37.52587,112529,9271134622.0,348511.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202510,1117070000,보광동,872912,127.00126,37.52587,103709,9265778097.0,345842.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202511,1117070000,보광동,872912,127.00126,37.52587,106001,9260421572.0,343174.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202512,1117070000,보광동,872912,127.00126,37.52587,107795,9255065047.0,340506.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202601,1117070000,보광동,872912,127.00126,37.52587,86541,9051213461.0,328855.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202602,1117070000,보광동,872912,127.00126,37.52587,84202,8847361875.0,317204.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202603,1117070000,보광동,872912,127.00126,37.52587,105312,8643510289.0,305554.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202604,1117070000,보광동,872912,127.00126,37.52587,103877,8754722209.0,311027.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0
202408,1120052000,왕십리제2동,334371,127.02769,37.5615,543983,13453151735.0,501184.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202409,1120052000,왕십리제2동,334371,127.02769,37.5615,522404,13374240870.0,501689.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202410,1120052000,왕십리제2동,334371,127.02769,37.5615,568107,13302255527.0,501087.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202411,1120052000,왕십리제2동,334371,127.02769,37.5615,574636,13230270184.0,500486.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202412,1120052000,왕십리제2동,334371,127.02769,37.5615,573062,13158284841.0,499885.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202501,1120052000,왕십리제2동,334371,127.02769,37.5615,496785,12791457753.0,490353.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202502,1120052000,왕십리제2동,334371,127.02769,37.5615,508803,12424630666.0,480821.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202503,1120052000,왕십리제2동,334371,127.02769,37.5615,572370,12057803579.0,471290.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202504,1120052000,왕십리제2동,334371,127.02769,37.5615,582007,12507050030.0,495429.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202505,1120052000,왕십리제2동,334371,127.02769,37.5615,567808,12956296481.0,519569.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202506,1120052000,왕십리제2동,334371,127.02769,37.5615,521547,13405542933.0,543709.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202507,1120052000,왕십리제2동,334371,127.02769,37.5615,517804,13410867546.0,554031.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202508,1120052000,왕십리제2동,334371,127.02769,37.5615,544078,13416192159.0,564353.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202509,1120052000,왕십리제2동,334371,127.02769,37.5615,577472,13421516773.0,574675.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202510,1120052000,왕십리제2동,334371,127.02769,37.5615,527471,13522898431.0,557874.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202511,1120052000,왕십리제2동,334371,127.02769,37.5615,559932,13624280090.0,541074.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202512,1120052000,왕십리제2동,334371,127.02769,37.5615,590108,13725661749.0,524274.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202601,1120052000,왕십리제2동,334371,127.02769,37.5615,530126,13620249299.0,509454.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202602,1120052000,왕십리제2동,334371,127.02769,37.5615,470934,13514836850.0,494634.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202603,1120052000,왕십리제2동,334371,127.02769,37.5615,586996,13409424401.0,479815.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202604,1120052000,왕십리제2동,334371,127.02769,37.5615,596017,13632267342.0,494912.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0
202408,1120053500,왕십리도선동,721844,127.02957,37.56679,250002,40451202238.0,1259673.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202409,1120053500,왕십리도선동,721844,127.02957,37.56679,233717,41139386013.0,1274016.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202410,1120053500,왕십리도선동,721844,127.02957,37.56679,245139,42032771688.0,1259603.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202411,1120053500,왕십리도선동,721844,127.02957,37.56679,243926,42926157363.0,1245191.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202412,1120053500,왕십리도선동,721844,127.02957,37.56679,246601,43819543039.0,1230779.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202501,1120053500,왕십리도선동,721844,127.02957,37.56679,214222,41483377796.0,1176995.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202502,1120053500,왕십리도선동,721844,127.02957,37.56679,219309,39147212553.0,1123211.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202503,1120053500,왕십리도선동,721844,127.02957,37.56679,245347,36811047310.0,1069427.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202504,1120053500,왕십리도선동,721844,127.02957,37.56679,244446,37060508866.0,1092764.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202505,1120053500,왕십리도선동,721844,127.02957,37.56679,240803,37309970423.0,1116102.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202506,1120053500,왕십리도선동,721844,127.02957,37.56679,227769,37559431980.0,1139440.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202507,1120053500,왕십리도선동,721844,127.02957,37.56679,236510,37507689667.0,1153327.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202508,1120053500,왕십리도선동,721844,127.02957,37.56679,250821,37455947354.0,1167214.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202509,1120053500,왕십리도선동,721844,127.02957,37.56679,259041,37404205042.0,1181101.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202510,1120053500,왕십리도선동,721844,127.02957,37.56679,231166,41017815220.0,1171304.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202511,1120053500,왕십리도선동,721844,127.02957,37.56679,243457,44631425398.0,1161508.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202512,1120053500,왕십리도선동,721844,127.02957,37.56679,254900,48245035576.0,1151712.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202601,1120053500,왕십리도선동,721844,127.02957,37.56679,216788,47589577367.0,1136108.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202602,1120053500,왕십리도선동,721844,127.02957,37.56679,206494,46934119159.0,1120505.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202603,1120053500,왕십리도선동,721844,127.02957,37.56679,254732,46278660951.0,1104902.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202604,1120053500,왕십리도선동,721844,127.02957,37.56679,260571,47138639846.0,1137252.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0
202408,1120054000,마장동,1127258,127.04049,37.56764,348474,25321168581.0,1084891.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202409,1120054000,마장동,1127258,127.04049,37.56764,342995,24870975685.0,1061253.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202410,1120054000,마장동,1127258,127.04049,37.56764,366610,26126725215.0,1057722.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202411,1120054000,마장동,1127258,127.04049,37.56764,368115,27382474745.0,1054191.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202412,1120054000,마장동,1127258,127.04049,37.56764,372650,28638224276.0,1050660.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202501,1120054000,마장동,1127258,127.04049,37.56764,328212,28133846536.0,1017164.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202502,1120054000,마장동,1127258,127.04049,37.56764,323859,27629468797.0,983669.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202503,1120054000,마장동,1127258,127.04049,37.56764,368538,27125091058.0,950174.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202504,1120054000,마장동,1127258,127.04049,37.56764,372494,26650387044.0,967765.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202505,1120054000,마장동,1127258,127.04049,37.56764,362398,26175683030.0,985356.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202506,1120054000,마장동,1127258,127.04049,37.56764,332712,25700979016.0,1002948.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202507,1120054000,마장동,1127258,127.04049,37.56764,328955,25823975731.0,1012009.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202508,1120054000,마장동,1127258,127.04049,37.56764,346980,25946972447.0,1021070.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202509,1120054000,마장동,1127258,127.04049,37.56764,379676,26069969163.0,1030132.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202510,1120054000,마장동,1127258,127.04049,37.56764,345657,27067819483.0,1013773.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202511,1120054000,마장동,1127258,127.04049,37.56764,360320,28065669804.0,997415.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202512,1120054000,마장동,1127258,127.04049,37.56764,390760,29063520125.0,981057.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202601,1120054000,마장동,1127258,127.04049,37.56764,335500,28255368579.0,947014.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202602,1120054000,마장동,1127258,127.04049,37.56764,316179,27447217033.0,912971.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202603,1120054000,마장동,1127258,127.04049,37.56764,381351,26639065487.0,878928.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202604,1120054000,마장동,1127258,127.04049,37.56764,386843,27307476880.0,912266.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0
202408,1120055000,사근동,1154150,127.04543,37.55801,468592,37544205104.0,3513056.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202409,1120055000,사근동,1154150,127.04543,37.55801,620422,34896964248.0,3144325.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202410,1120055000,사근동,1154150,127.04543,37.55801,659250,35531776934.0,3189430.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202411,1120055000,사근동,1154150,127.04543,37.55801,673033,36166589620.0,3234536.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202412,1120055000,사근동,1154150,127.04543,37.55801,593225,36801402306.0,3279642.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202501,1120055000,사근동,1154150,127.04543,37.55801,427974,35387340208.0,3079770.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202502,1120055000,사근동,1154150,127.04543,37.55801,433498,33973278110.0,2879898.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202503,1120055000,사근동,1154150,127.04543,37.55801,696322,32559216013.0,2680026.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202504,1120055000,사근동,1154150,127.04543,37.55801,714034,34703892531.0,3143385.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202505,1120055000,사근동,1154150,127.04543,37.55801,679183,36848569049.0,3606744.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202506,1120055000,사근동,1154150,127.04543,37.55801,572666,38993245568.0,4070104.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202507,1120055000,사근동,1154150,127.04543,37.55801,477257,37570550191.0,3705712.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202508,1120055000,사근동,1154150,127.04543,37.55801,490020,36147854815.0,3341321.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202509,1120055000,사근동,1154150,127.04543,37.55801,734440,34725159439.0,2976930.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202510,1120055000,사근동,1154150,127.04543,37.55801,612042,35368484335.0,3007835.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202511,1120055000,사근동,1154150,127.04543,37.55801,686368,36011809232.0,3038741.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202512,1120055000,사근동,1154150,127.04543,37.55801,642912,36655134129.0,3069647.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202601,1120055000,사근동,1154150,127.04543,37.55801,475684,35206725370.0,2842088.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202602,1120055000,사근동,1154150,127.04543,37.55801,412658,33758316611.0,2614530.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202603,1120055000,사근동,1154150,127.04543,37.55801,759405,32309907852.0,2386972.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202604,1120055000,사근동,1154150,127.04543,37.55801,757473,33517578694.0,2587052.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0
202408,1120056000,행당제1동,566619,127.03606,37.55902,1284556,40073838785.0,1625602.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202409,1120056000,행당제1동,566619,127.03606,37.55902,1262578,39353562897.0,1581126.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202410,1120056000,행당제1동,566619,127.03606,37.55902,1350357,39967419431.0,1579684.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202411,1120056000,행당제1동,566619,127.03606,37.55902,1366258,40581275965.0,1578243.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202412,1120056000,행당제1동,566619,127.03606,37.55902,1379757,41195132500.0,1576802.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202501,1120056000,행당제1동,566619,127.03606,37.55902,1167619,40916171215.0,1520813.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202502,1120056000,행당제1동,566619,127.03606,37.55902,1191404,40637209930.0,1464824.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202503,1120056000,행당제1동,566619,127.03606,37.55902,1385392,40358248646.0,1408835.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202504,1120056000,행당제1동,566619,127.03606,37.55902,1355323,40395491304.0,1450560.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202505,1120056000,행당제1동,566619,127.03606,37.55902,1355347,40432733962.0,1492285.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202506,1120056000,행당제1동,566619,127.03606,37.55902,1245927,40469976621.0,1534010.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202507,1120056000,행당제1동,566619,127.03606,37.55902,1228646,40554433071.0,1532645.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202508,1120056000,행당제1동,566619,127.03606,37.55902,1308240,40638889522.0,1531281.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202509,1120056000,행당제1동,566619,127.03606,37.55902,1398678,40723345973.0,1529917.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202510,1120056000,행당제1동,566619,127.03606,37.55902,1279170,41388505720.0,1521393.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202511,1120056000,행당제1동,566619,127.03606,37.55902,1380513,42053665467.0,1512869.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202512,1120056000,행당제1동,566619,127.03606,37.55902,1459834,42718825214.0,1504346.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202601,1120056000,행당제1동,566619,127.03606,37.55902,1273637,41891992870.0,1460066.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202602,1120056000,행당제1동,566619,127.03606,37.55902,1148633,41065160526.0,1415786.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202603,1120056000,행당제1동,566619,127.03606,37.55902,1476156,40238328182.0,1371507.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202604,1120056000,행당제1동,566619,127.03606,37.55902,1455465,41253869232.0,1403673.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0
202408,1120057000,행당제2동,479532,127.0295,37.55668,398032,5943784235.0,333100.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202409,1120057000,행당제2동,479532,127.0295,37.55668,380890,5922917487.0,328935.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202410,1120057000,행당제2동,479532,127.0295,37.55668,413224,5938375355.0,330962.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202411,1120057000,행당제2동,479532,127.0295,37.55668,413648,5953833223.0,332989.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202412,1120057000,행당제2동,479532,127.0295,37.55668,412660,5969291091.0,335016.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202501,1120057000,행당제2동,479532,127.0295,37.55668,360433,5813699084.0,318414.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202502,1120057000,행당제2동,479532,127.0295,37.55668,368307,5658107077.0,301812.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202503,1120057000,행당제2동,479532,127.0295,37.55668,409737,5502515071.0,285210.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202504,1120057000,행당제2동,479532,127.0295,37.55668,417664,5497605474.0,292968.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202505,1120057000,행당제2동,479532,127.0295,37.55668,410311,5492695878.0,300726.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202506,1120057000,행당제2동,479532,127.0295,37.55668,381951,5487786282.0,308484.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202507,1120057000,행당제2동,479532,127.0295,37.55668,375945,5521469123.0,306854.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202508,1120057000,행당제2동,479532,127.0295,37.55668,397750,5555151964.0,305224.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202509,1120057000,행당제2동,479532,127.0295,37.55668,421474,5588834805.0,303594.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202510,1120057000,행당제2동,479532,127.0295,37.55668,382432,5670470429.0,298007.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202511,1120057000,행당제2동,479532,127.0295,37.55668,404735,5752106053.0,292420.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202512,1120057000,행당제2동,479532,127.0295,37.55668,422931,5833741677.0,286833.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202601,1120057000,행당제2동,479532,127.0295,37.55668,376920,5665003248.0,269164.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202602,1120057000,행당제2동,479532,127.0295,37.55668,340818,5496264819.0,251496.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202603,1120057000,행당제2동,479532,127.0295,37.55668,420674,5327526391.0,233828.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202604,1120057000,행당제2동,479532,127.0295,37.55668,430297,5434655468.0,243360.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0
202408,1120058000,응봉동,563044,127.03398,37.55099,143639,2717921275.0,141794.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202409,1120058000,응봉동,563044,127.03398,37.55099,138058,2548220528.0,129382.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202410,1120058000,응봉동,563044,127.03398,37.55099,144376,2466579704.0,126980.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202411,1120058000,응봉동,563044,127.03398,37.55099,143554,2384938880.0,124579.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202412,1120058000,응봉동,563044,127.03398,37.55099,142774,2303298057.0,122178.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202501,1120058000,응봉동,563044,127.03398,37.55099,127128,2336968597.0,118804.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202502,1120058000,응봉동,563044,127.03398,37.55099,126300,2370639138.0,115431.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202503,1120058000,응봉동,563044,127.03398,37.55099,148695,2404309679.0,112058.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202504,1120058000,응봉동,563044,127.03398,37.55099,152882,2473771490.0,117045.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202505,1120058000,응봉동,563044,127.03398,37.55099,149447,2543233301.0,122033.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202506,1120058000,응봉동,563044,127.03398,37.55099,139752,2612695113.0,127021.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202507,1120058000,응봉동,563044,127.03398,37.55099,137767,2663584173.0,129010.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202508,1120058000,응봉동,563044,127.03398,37.55099,144704,2714473233.0,130999.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202509,1120058000,응봉동,563044,127.03398,37.55099,152608,2765362294.0,132988.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202510,1120058000,응봉동,563044,127.03398,37.55099,138936,2695208122.0,129097.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
202511,1120058000,응봉동,563044,127.03398,37.55099,145870,2625053950.0,125206.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0
