YYYYMM,행정동코드,행정동이름,AREA_M2,LAT,LON,전체승객수,당월_매출_금액,당월_매출_건수,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_평균_면적,아파트_평균_시가
202408,1111051500,청운효자동,2438307,126.97042,37.58466,252717,25829550195.0,1218354.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202409,1111051500,청운효자동,2438307,126.97042,37.58466,244634,25108793958.0,1184903.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202410,1111051500,청운효자동,2438307,126.97042,37.58466,265686,26338911664.0,1216893.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202411,1111051500,청운효자동,2438307,126.97042,37.58466,252227,27569029370.0,1248883.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202412,1111051500,청운효자동,2438307,126.97042,37.58466,226601,28799147077.0,1280874.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202501,1111051500,청운효자동,2438307,126.97042,37.58466,191133,26875191077.0,1194087.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202502,1111051500,청운효자동,2438307,126.97042,37.58466,186315,24951235078.0,1107300.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202503,1111051500,청운효자동,2438307,126.97042,37.58466,223013,23027279079.0,1020514.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202504,1111051500,청운효자동,2438307,126.97042,37.58466,251643,23718357480.0,1075243.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202505,1111051500,청운효자동,2438307,126.97042,37.58466,289689,24409435881.0,1129973.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202506,1111051500,청운효자동,2438307,126.97042,37.58466,290647,25100514283.0,1184703.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202507,1111051500,청운효자동,2438307,126.97042,37.58466,252192,24607144839.0,1144513.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202508,1111051500,청운효자동,2438307,126.97042,37.58466,236606,24113775395.0,1104323.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202509,1111051500,청운효자동,2438307,126.97042,37.58466,248399,23620405952.0,1064134.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202510,1111051500,청운효자동,2438307,126.97042,37.58466,246952,24386946139.0,1088628.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202511,1111051500,청운효자동,2438307,126.97042,37.58466,254799,25153486326.0,1113122.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202512,1111051500,청운효자동,2438307,126.97042,37.58466,242379,25920026514.0,1137616.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202601,1111051500,청운효자동,2438307,126.97042,37.58466,200117,24870654793.0,1084903.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202602,1111051500,청운효자동,2438307,126.97042,37.58466,200821,23821283072.0,1032190.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202603,1111051500,청운효자동,2438307,126.97042,37.58466,255505,22771911351.0,979478.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202604,1111051500,청운효자동,2438307,126.97042,37.58466,283102,23647091584.0,1035215.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0
202408,1111053000,사직동,1165780,126.97014,37.57411,2375818,102852221469.0,4456047.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202409,1111053000,사직동,1165780,126.97014,37.57411,2395789,102279520510.0,4399317.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202410,1111053000,사직동,1165780,126.97014,37.57411,2849602,105623849582.0,4397345.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202411,1111053000,사직동,1165780,126.97014,37.57411,2789571,108968178654.0,4395373.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202412,1111053000,사직동,1165780,126.97014,37.57411,2750484,112312507727.0,4393401.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202501,1111053000,사직동,1165780,126.97014,37.57411,2217963,106350999103.0,4184027.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202502,1111053000,사직동,1165780,126.97014,37.57411,2290066,100389490479.0,3974654.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202503,1111053000,사직동,1165780,126.97014,37.57411,2827154,94427981856.0,3765281.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202504,1111053000,사직동,1165780,126.97014,37.57411,2740333,98881826197.0,3999458.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202505,1111053000,사직동,1165780,126.97014,37.57411,2796878,103335670538.0,4233636.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202506,1111053000,사직동,1165780,126.97014,37.57411,2536305,107789514879.0,4467814.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202507,1111053000,사직동,1165780,126.97014,37.57411,2325251,107240286639.0,4488696.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202508,1111053000,사직동,1165780,126.97014,37.57411,2420331,106691058400.0,4509578.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202509,1111053000,사직동,1165780,126.97014,37.57411,2671556,106141830161.0,4530461.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202510,1111053000,사직동,1165780,126.97014,37.57411,2577725,107871771231.0,4471535.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202511,1111053000,사직동,1165780,126.97014,37.57411,2815215,109601712302.0,4412609.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202512,1111053000,사직동,1165780,126.97014,37.57411,2917510,111331653373.0,4353684.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202601,1111053000,사직동,1165780,126.97014,37.57411,2362872,110156274347.0,4202031.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202602,1111053000,사직동,1165780,126.97014,37.57411,2173025,108980895322.0,4050379.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202603,1111053000,사직동,1165780,126.97014,37.57411,2743110,107805516297.0,3898727.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202604,1111053000,사직동,1165780,126.97014,37.57411,2876466,109116686336.0,4016696.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0
202408,1111054000,삼청동,1361445,126.98111,37.58801,138802,37672369993.0,1736273.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202409,1111054000,삼청동,1361445,126.98111,37.58801,140197,33951224001.0,1610279.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202410,1111054000,삼청동,1361445,126.98111,37.58801,155779,36999175472.0,1647545.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202411,1111054000,삼청동,1361445,126.98111,37.58801,143793,40047126943.0,1684812.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202412,1111054000,삼청동,1361445,126.98111,37.58801,125303,43095078414.0,1722079.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202501,1111054000,삼청동,1361445,126.98111,37.58801,101802,39087918992.0,1576779.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202502,1111054000,삼청동,1361445,126.98111,37.58801,97381,35080759570.0,1431479.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202503,1111054000,삼청동,1361445,126.98111,37.58801,106534,31073600148.0,1286179.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202504,1111054000,삼청동,1361445,126.98111,37.58801,128262,35898455728.0,1501334.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202505,1111054000,삼청동,1361445,126.98111,37.58801,157965,40723311309.0,1716489.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202506,1111054000,삼청동,1361445,126.98111,37.58801,151775,45548166890.0,1931645.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202507,1111054000,삼청동,1361445,126.98111,37.58801,133044,42143163330.0,1775706.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202508,1111054000,삼청동,1361445,126.98111,37.58801,132766,38738159771.0,1619767.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202509,1111054000,삼청동,1361445,126.98111,37.58801,144474,35333156212.0,1463829.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202510,1111054000,삼청동,1361445,126.98111,37.58801,144852,36337129003.0,1464863.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202511,1111054000,삼청동,1361445,126.98111,37.58801,143890,37341101794.0,1465898.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202512,1111054000,삼청동,1361445,126.98111,37.58801,133607,38345074586.0,1466933.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202601,1111054000,삼청동,1361445,126.98111,37.58801,110464,36856469427.0,1386210.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202602,1111054000,삼청동,1361445,126.98111,37.58801,121067,35367864269.0,1305487.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202603,1111054000,삼청동,1361445,126.98111,37.58801,150749,33879259111.0,1224765.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202604,1111054000,삼청동,1361445,126.98111,37.58801,164978,35098974476.0,1304379.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0
202408,1111055000,부암동,2202073,126.96256,37.5967,232993,7447425736.0,278429.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202409,1111055000,부암동,2202073,126.96256,37.5967,295810,7174041433.0,250674.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202410,1111055000,부암동,2202073,126.96256,37.5967,333087,7632601155.0,271698.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202411,1111055000,부암동,2202073,126.96256,37.5967,338342,8091160877.0,292723.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202412,1111055000,부암동,2202073,126.96256,37.5967,282877,8549720599.0,313748.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202501,1111055000,부암동,2202073,126.96256,37.5967,199350,7786577530.0,279795.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202502,1111055000,부암동,2202073,126.96256,37.5967,208245,7023434461.0,245843.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202503,1111055000,부암동,2202073,126.96256,37.5967,332792,6260291393.0,211891.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202504,1111055000,부암동,2202073,126.96256,37.5967,342760,6848660473.0,254923.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202505,1111055000,부암동,2202073,126.96256,37.5967,338676,7437029554.0,297955.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202506,1111055000,부암동,2202073,126.96256,37.5967,280542,8025398635.0,340988.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202507,1111055000,부암동,2202073,126.96256,37.5967,218817,7689827971.0,312869.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202508,1111055000,부암동,2202073,126.96256,37.5967,235488,7354257307.0,284750.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202509,1111055000,부암동,2202073,126.96256,37.5967,331800,7018686643.0,256631.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202510,1111055000,부암동,2202073,126.96256,37.5967,303986,7301722156.0,267259.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202511,1111055000,부암동,2202073,126.96256,37.5967,337847,7584757670.0,277887.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202512,1111055000,부암동,2202073,126.96256,37.5967,288614,7867793184.0,288515.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202601,1111055000,부암동,2202073,126.96256,37.5967,201098,7592885653.0,266600.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202602,1111055000,부암동,2202073,126.96256,37.5967,198609,7317978122.0,244686.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202603,1111055000,부암동,2202073,126.96256,37.5967,341457,7043070591.0,222772.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202604,1111055000,부암동,2202073,126.96256,37.5967,356414,7223387017.0,245357.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0
202408,1111056000,평창동,9017316,126.96927,37.61396,244605,8894029262.0,378484.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202409,1111056000,평창동,9017316,126.96927,37.61396,256566,8725759995.0,369939.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202410,1111056000,평창동,9017316,126.96927,37.61396,286003,8504307727.0,365339.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202411,1111056000,평창동,9017316,126.96927,37.61396,280577,8282855460.0,360739.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202412,1111056000,평창동,9017316,126.96927,37.61396,263188,8061403193.0,356140.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202501,1111056000,평창동,9017316,126.96927,37.61396,218414,7884902043.0,349821.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202502,1111056000,평창동,9017316,126.96927,37.61396,221185,7708400893.0,343503.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202503,1111056000,평창동,9017316,126.96927,37.61396,277395,7531899743.0,337185.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202504,1111056000,평창동,9017316,126.96927,37.61396,276607,7880618696.0,356756.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202505,1111056000,평창동,9017316,126.96927,37.61396,280055,8229337649.0,376327.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202506,1111056000,평창동,9017316,126.96927,37.61396,254589,8578056602.0,395898.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202507,1111056000,평창동,9017316,126.96927,37.61396,229038,8359611406.0,387880.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202508,1111056000,평창동,9017316,126.96927,37.61396,246996,8141166211.0,379862.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202509,1111056000,평창동,9017316,126.96927,37.61396,277899,7922721016.0,371844.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202510,1111056000,평창동,9017316,126.96927,37.61396,256857,7968945758.0,365162.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202511,1111056000,평창동,9017316,126.96927,37.61396,270302,8015170500.0,358480.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202512,1111056000,평창동,9017316,126.96927,37.61396,263864,8061395243.0,351799.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202601,1111056000,평창동,9017316,126.96927,37.61396,207720,7708320115.0,337791.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202602,1111056000,평창동,9017316,126.96927,37.61396,209316,7355244988.0,323783.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202603,1111056000,평창동,9017316,126.96927,37.61396,283669,7002169861.0,309775.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202604,1111056000,평창동,9017316,126.96927,37.61396,287990,7458359025.0,331592.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0
202408,1111057000,무악동,467575,126.95899,37.57774,58584,7947820146.0,546223.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202409,1111057000,무악동,467575,126.95899,37.57774,58383,7922715041.0,546229.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202410,1111057000,무악동,467575,126.95899,37.57774,65300,8170745406.0,548146.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202411,1111057000,무악동,467575,126.95899,37.57774,61239,8418775771.0,550064.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202412,1111057000,무악동,467575,126.95899,37.57774,59645,8666806137.0,551982.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202501,1111057000,무악동,467575,126.95899,37.57774,49535,8186784072.0,526123.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202502,1111057000,무악동,467575,126.95899,37.57774,50142,7706762007.0,500264.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202503,1111057000,무악동,467575,126.95899,37.57774,60738,7226739942.0,474405.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202504,1111057000,무악동,467575,126.95899,37.57774,61593,7393096791.0,496758.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202505,1111057000,무악동,467575,126.95899,37.57774,61779,7559453641.0,519112.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202506,1111057000,무악동,467575,126.95899,37.57774,57534,7725810491.0,541466.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202507,1111057000,무악동,467575,126.95899,37.57774,54226,7887035146.0,551760.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202508,1111057000,무악동,467575,126.95899,37.57774,60674,8048259802.0,562055.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202509,1111057000,무악동,467575,126.95899,37.57774,65037,8209484458.0,572350.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202510,1111057000,무악동,467575,126.95899,37.57774,60657,8205812904.0,555806.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202511,1111057000,무악동,467575,126.95899,37.57774,62174,8202141350.0,539262.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202512,1111057000,무악동,467575,126.95899,37.57774,61516,8198469797.0,522718.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202601,1111057000,무악동,467575,126.95899,37.57774,49970,8189927927.0,512310.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202602,1111057000,무악동,467575,126.95899,37.57774,49967,8181386057.0,501902.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202603,1111057000,무악동,467575,126.95899,37.57774,64594,8172844187.0,491495.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202604,1111057000,무악동,467575,126.95899,37.57774,66363,8453274367.0,501188.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0
202408,1111058000,교남동,345990,126.96416,37.57105,299606,9393896196.0,392596.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202409,1111058000,교남동,345990,126.96416,37.57105,295319,9360528416.0,397872.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202410,1111058000,교남동,345990,126.96416,37.57105,320648,9553877218.0,419504.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202411,1111058000,교남동,345990,126.96416,37.57105,316458,9747226020.0,441136.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202412,1111058000,교남동,345990,126.96416,37.57105,313192,9940574822.0,462769.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202501,1111058000,교남동,345990,126.96416,37.57105,268607,9748945104.0,436140.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202502,1111058000,교남동,345990,126.96416,37.57105,270848,9557315386.0,409512.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202503,1111058000,교남동,345990,126.96416,37.57105,319498,9365685668.0,382884.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202504,1111058000,교남동,345990,126.96416,37.57105,321932,9591693873.0,393134.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202505,1111058000,교남동,345990,126.96416,37.57105,313003,9817702078.0,403384.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202506,1111058000,교남동,345990,126.96416,37.57105,293028,10043710283.0,413634.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202507,1111058000,교남동,345990,126.96416,37.57105,284477,9992333733.0,416272.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202508,1111058000,교남동,345990,126.96416,37.57105,301086,9940957184.0,418910.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202509,1111058000,교남동,345990,126.96416,37.57105,322905,9889580635.0,421548.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202510,1111058000,교남동,345990,126.96416,37.57105,294756,9627656075.0,402531.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202511,1111058000,교남동,345990,126.96416,37.57105,310995,9365731515.0,383514.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202512,1111058000,교남동,345990,126.96416,37.57105,315952,9103806955.0,364497.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202601,1111058000,교남동,345990,126.96416,37.57105,260402,8939798924.0,357315.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202602,1111058000,교남동,345990,126.96416,37.57105,252988,8775790893.0,350134.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202603,1111058000,교남동,345990,126.96416,37.57105,324305,8611782862.0,342953.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202604,1111058000,교남동,345990,126.96416,37.57105,331491,8811171736.0,352379.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0
202408,1111060000,가회동,605383,126.98662,37.58268,75549,26157219205.0,1239198.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202409,1111060000,가회동,605383,126.98662,37.58268,68101,24716053638.0,1189179.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202410,1111060000,가회동,605383,126.98662,37.58268,72402,26555372971.0,1238502.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202411,1111060000,가회동,605383,126.98662,37.58268,70246,28394692305.0,1287825.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202412,1111060000,가회동,605383,126.98662,37.58268,64042,30234011639.0,1337149.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202501,1111060000,가회동,605383,126.98662,37.58268,48029,27871703513.0,1257908.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202502,1111060000,가회동,605383,126.98662,37.58268,41962,25509395387.0,1178668.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202503,1111060000,가회동,605383,126.98662,37.58268,51144,23147087261.0,1099428.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202504,1111060000,가회동,605383,126.98662,37.58268,44696,25761947785.0,1208581.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202505,1111060000,가회동,605383,126.98662,37.58268,67181,28376808309.0,1317735.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202506,1111060000,가회동,605383,126.98662,37.58268,66669,30991668834.0,1426889.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202507,1111060000,가회동,605383,126.98662,37.58268,72308,29697421478.0,1374048.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202508,1111060000,가회동,605383,126.98662,37.58268,77142,28403174122.0,1321207.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202509,1111060000,가회동,605383,126.98662,37.58268,78320,27108926766.0,1268366.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202510,1111060000,가회동,605383,126.98662,37.58268,68445,28209095475.0,1282700.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202511,1111060000,가회동,605383,126.98662,37.58268,69160,29309264185.0,1297034.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202512,1111060000,가회동,605383,126.98662,37.58268,71051,30409432895.0,1311368.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202601,1111060000,가회동,605383,126.98662,37.58268,59940,29739194958.0,1258572.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202602,1111060000,가회동,605383,126.98662,37.58268,55365,29068957021.0,1205776.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202603,1111060000,가회동,605383,126.98662,37.58268,71476,28398719085.0,1152981.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202604,1111060000,가회동,605383,126.98662,37.58268,76045,28768603319.0,1185444.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0
202408,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5244129,567555997855.0,13571924.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202409,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5104170,563987206314.0,13393775.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202410,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5869856,577367356574.0,13370488.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202411,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5694103,590747506835.0,13347201.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202412,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5631071,604127657096.0,13323914.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202501,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,4773228,588000690656.0,12858798.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202502,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,4912706,571873724216.0,12393682.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202503,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5744594,555746757776.0,11928566.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202504,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5652430,549089514153.0,12418426.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202505,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5787087,542432270530.0,12908287.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202506,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5260306,535775026908.0,13398148.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
202507,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,4968769,543017208391.0,13408976.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0
