YYYYMM,행정동코드,행정동이름,AREA_M2,LAT,LON,전체승객수,당월_매출_금액,당월_매출_건수,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_평균_면적,아파트_평균_시가,M2,KOSPI,HOUSE_SALE,RENT_SALE,FX,생활인구합계
202408,1111051500,청운효자동,2438307.0,126.97042,37.58466,252717.0,25829550195.0,1218354.0,323.0,1533.0,581.0,83.0,91.0,117.0,69.0,276146690.0,3834303.6,2647.99,91.47,96.173,1354.15,10466681.0
202408,1111053000,사직동,1165780.0,126.97014,37.57411,2375818.0,102852221469.0,4456047.0,89.0,309.0,158.0,54.0,81.0,14.0,73.0,371237211.0,3834303.6,2647.99,91.47,96.173,1354.15,21399917.0
202408,1111054000,삼청동,1361445.0,126.98111,37.58801,138802.0,37672369993.0,1736273.0,9.0,12.0,19.0,5.0,2.0,14.0,111.0,401044841.0,3834303.6,2647.99,91.47,96.173,1354.15,4017890.0
202408,1111055000,부암동,2202073.0,126.96256,37.5967,232993.0,7447425736.0,278429.0,189.0,712.0,662.0,162.0,46.0,130.0,82.0,259634651.0,3834303.6,2647.99,91.47,96.173,1354.15,8780204.0
202408,1111056000,평창동,9017316.0,126.96927,37.61396,244605.0,8894029262.0,378484.0,294.0,527.0,915.0,314.0,472.0,538.0,124.0,480839259.0,3834303.6,2647.99,91.47,96.173,1354.15,10261956.0
202408,1111057000,무악동,467575.0,126.95899,37.57774,58584.0,7947820146.0,546223.0,47.0,111.0,256.0,108.0,12.0,0.0,82.0,660258193.0,3834303.6,2647.99,91.47,96.173,1354.15,1124979.0
202408,1111058000,교남동,345990.0,126.96416,37.57105,299606.0,9393896196.0,392596.0,231.0,1202.0,194.0,24.0,2.0,1.0,50.0,235058041.0,3834303.6,2647.99,91.47,96.173,1354.15,7273208.0
202408,1111060000,가회동,605383.0,126.98662,37.58268,75549.0,26157219205.0,1239198.0,126.0,683.0,78.0,20.0,8.0,41.0,67.0,284759882.0,3834303.6,2647.99,91.47,96.173,1354.15,6170748.0
202408,1111061500,종로1.2.3.4가동,2394166.0,126.98973,37.57508,5244129.0,567555997855.0,13571924.0,9.0,62.0,8.0,2.0,10.0,0.0,49.0,278382323.0,3834303.6,2647.99,91.47,96.173,1354.15,46248946.0
202408,1111063000,종로5.6가동,633463.0,127.00424,37.57302,1891149.0,105535488499.0,3251918.0,10.0,56.0,0.0,0.0,3.0,0.0,42.0,127248788.0,3834303.6,2647.99,91.47,96.173,1354.15,12929901.0
202408,1111064000,이화동,755902.0,127.00307,37.57969,1467302.0,36572831913.0,2742879.0,212.0,1201.0,225.0,15.0,1.0,1.0,47.0,133464799.0,3834303.6,2647.99,91.47,96.173,1354.15,14241267.0
202408,1111065000,혜화동,1164691.0,126.99769,37.58747,546970.0,54706109507.0,2879659.0,308.0,1681.0,533.0,94.0,43.0,23.0,57.0,189567695.0,3834303.6,2647.99,91.47,96.173,1354.15,17292938.0
202408,1111067000,창신제1동,313832.0,127.01402,37.57226,300340.0,68223889582.0,2458257.0,24.0,147.0,50.0,0.0,0.0,0.0,48.0,210739429.0,3834303.6,2647.99,91.47,96.173,1354.15,5222523.0
202408,1111068000,창신제2동,249894.0,127.01025,37.57575,5385.0,13093961864.0,577605.0,214.0,1231.0,87.0,12.0,4.0,1.0,49.0,133709885.0,3834303.6,2647.99,91.47,96.173,1354.15,6619230.0
202408,1111069000,창신제3동,220395.0,127.01321,37.57882,134685.0,535649314.0,30612.0,26.0,129.0,91.0,42.0,0.0,0.0,65.0,320701236.0,3834303.6,2647.99,91.47,96.173,1354.15,2131502.0
202408,1111070000,숭인제1동,237128.0,127.01686,37.57723,190254.0,3798121610.0,236016.0,44.0,228.0,89.0,34.0,0.0,0.0,58.0,271960677.0,3834303.6,2647.99,91.47,96.173,1354.15,4674563.0
202408,1111071000,숭인제2동,321465.0,127.02064,37.57431,697627.0,31119521141.0,1499606.0,181.0,1175.0,239.0,16.0,0.0,0.0,52.0,167074058.0,3834303.6,2647.99,91.47,96.173,1354.15,12192374.0
202408,1114052000,소공동,935656.0,126.97436,37.5643,2385801.0,158631014102.0,5942907.0,4.0,32.0,12.0,0.0,0.0,0.0,52.0,489545455.0,3834303.6,2647.99,91.47,96.173,1354.15,27602919.0
202408,1114054000,회현동,892974.0,126.97671,37.55697,4173208.0,235383928969.0,7401177.0,19.0,86.0,45.0,14.0,18.0,20.0,85.0,389399554.0,3834303.6,2647.99,91.47,96.173,1354.15,23202874.0
202408,1114055000,명동,1006850.0,126.98436,37.56373,3097442.0,241473268532.0,11197209.0,7.0,34.0,12.0,1.0,5.0,7.0,72.0,355854515.0,3834303.6,2647.99,91.47,96.173,1354.15,34852881.0
202408,1114057000,필동,1478522.0,126.99385,37.5568,1008685.0,36904747934.0,2308007.0,31.0,175.0,54.0,26.0,5.0,5.0,63.0,248890227.0,3834303.6,2647.99,91.47,96.173,1354.15,12839448.0
202408,1114058000,장충동,1003083.0,127.00228,37.55561,400132.0,21460099119.0,658648.0,160.0,1262.0,78.0,22.0,12.0,28.0,45.0,186105513.0,3834303.6,2647.99,91.47,96.173,1354.15,8642009.0
202408,1114059000,광희동,752739.0,127.00363,37.5652,1504039.0,168211914053.0,4981741.0,10.0,61.0,18.0,6.0,0.0,0.0,51.0,193927273.0,3834303.6,2647.99,91.47,96.173,1354.15,18951379.0
202408,1114060500,을지로동,599530.0,126.99649,37.56664,1715243.0,231779550340.0,7170763.0,1.0,0.0,11.0,0.0,0.0,0.0,85.0,457909091.0,3834303.6,2647.99,91.47,96.173,1354.15,15304766.0
202408,1114061500,신당동,541354.0,127.01377,37.56575,797595.0,70029391427.0,2428387.0,36.0,194.0,71.0,3.0,0.0,0.0,49.0,202648861.0,3834303.6,2647.99,91.47,96.173,1354.15,11489431.0
202408,1114062500,다산동,546686.0,127.00826,37.5547,115657.0,39172503268.0,1379757.0,374.0,2274.0,423.0,116.0,44.0,99.0,64.0,207881680.0,3834303.6,2647.99,91.47,96.173,1354.15,9905741.0
202408,1114063500,약수동,511938.0,127.01024,37.54984,649168.0,26017558524.0,1149966.0,125.0,617.0,398.0,195.0,9.0,0.0,68.0,382587628.0,3834303.6,2647.99,91.47,96.173,1354.15,10209951.0
202408,1114064500,청구동,330066.0,127.01499,37.55686,79623.0,9794316451.0,314095.0,74.0,346.0,236.0,108.0,1.0,0.0,68.0,433917253.0,3834303.6,2647.99,91.47,96.173,1354.15,10827766.0
202408,1114065000,신당제5동,315652.0,127.02202,37.56358,187770.0,28174983930.0,1171087.0,64.0,398.0,229.0,40.0,0.0,0.0,59.0,382417416.0,3834303.6,2647.99,91.47,96.173,1354.15,11920671.0
202408,1114066500,동화동,344934.0,127.01867,37.56059,256313.0,24802438652.0,1081261.0,59.0,169.0,297.0,115.0,56.0,0.0,83.0,562530704.0,3834303.6,2647.99,91.47,96.173,1354.15,5270383.0
202408,1114067000,황학동,314878.0,127.0208,37.56842,127889.0,55718047908.0,1908096.0,29.0,186.0,79.0,31.0,5.0,0.0,60.0,320745114.0,3834303.6,2647.99,91.47,96.173,1354.15,9179353.0
202408,1114068000,중림동,492309.0,126.96596,37.55732,158716.0,33380277894.0,1026479.0,88.0,427.0,216.0,63.0,2.0,1.0,60.0,368461445.0,3834303.6,2647.99,91.47,96.173,1354.15,10868773.0
202408,1117051000,후암동,865282.0,126.98059,37.54994,194416.0,21925421499.0,1325990.0,370.0,1811.0,818.0,104.0,84.0,60.0,63.0,292755194.0,3834303.6,2647.99,91.47,96.173,1354.15,10618837.0
202408,1117052000,용산2가동,2045385.0,126.98353,37.54024,569329.0,13723270484.0,897467.0,281.0,1403.0,175.0,10.0,4.0,1.0,49.0,204859436.0,3834303.6,2647.99,91.47,96.173,1354.15,13082652.0
202408,1117053000,남영동,751924.0,126.97351,37.54511,1158156.0,61775699795.0,2481721.0,78.0,367.0,154.0,31.0,18.0,2.0,61.0,398414266.0,3834303.6,2647.99,91.47,96.173,1354.15,12823745.0
202408,1117055500,청파동,854585.0,126.96717,37.54786,223562.0,39102717012.0,2502694.0,457.0,2443.0,584.0,92.0,11.0,3.0,54.0,244172572.0,3834303.6,2647.99,91.47,96.173,1354.15,14265839.0
202408,1117056000,원효로제1동,563923.0,126.96656,37.53747,284228.0,127123621791.0,1541797.0,125.0,778.0,345.0,99.0,30.0,0.0,55.0,423991122.0,3834303.6,2647.99,91.47,96.173,1354.15,13723168.0
202408,1117057000,원효로제2동,943601.0,126.95139,37.5331,174667.0,54752003395.0,826482.0,119.0,657.0,310.0,102.0,34.0,60.0,68.0,462855465.0,3834303.6,2647.99,91.47,96.173,1354.15,9978069.0
202408,1117058000,효창동,502716.0,126.96131,37.54305,376813.0,11220799176.0,433815.0,187.0,995.0,574.0,119.0,39.0,22.0,63.0,342185373.0,3834303.6,2647.99,91.47,96.173,1354.15,6420438.0
202408,1117059000,용문동,268086.0,126.95858,37.53815,99698.0,28179092851.0,1162458.0,176.0,1130.0,299.0,90.0,3.0,0.0,54.0,323872688.0,3834303.6,2647.99,91.47,96.173,1354.15,7848147.0
202408,1117062500,한강로동,2632658.0,126.96786,37.52918,2907170.0,620120156748.0,5798534.0,81.0,317.0,188.0,97.0,124.0,27.0,72.0,780899618.0,3834303.6,2647.99,91.47,96.173,1354.15,39619852.0
202408,1117063000,이촌제1동,2128932.0,126.97096,37.51728,202425.0,33667757191.0,1050939.0,133.0,201.0,295.0,555.0,204.0,320.0,120.0,1448413885.0,3834303.6,2647.99,91.47,96.173,1354.15,17135435.0
202408,1117064000,이촌제2동,1203554.0,126.95394,37.52333,96848.0,5169041664.0,160385.0,80.0,531.0,260.0,31.0,2.0,0.0,61.0,541443092.0,3834303.6,2647.99,91.47,96.173,1354.15,4205637.0
202408,1117065000,이태원제1동,533547.0,126.99325,37.53339,546750.0,73247329977.0,2990576.0,70.0,221.0,95.0,109.0,85.0,101.0,98.0,632786445.0,3834303.6,2647.99,91.47,96.173,1354.15,12496882.0
202408,1117066000,이태원제2동,891712.0,126.99213,37.54166,134573.0,16730660722.0,663372.0,169.0,589.0,320.0,83.0,132.0,77.0,81.0,436270648.0,3834303.6,2647.99,91.47,96.173,1354.15,8715676.0
202408,1117068500,한남동,3194899.0,127.0058,37.5371,1077789.0,91851914898.0,2347243.0,414.0,1046.0,592.0,255.0,266.0,918.0,112.0,1309674189.0,3834303.6,2647.99,91.47,96.173,1354.15,19911234.0
202408,1117069000,서빙고동,2917053.0,126.98838,37.52247,257700.0,3263551191.0,138340.0,158.0,463.0,283.0,69.0,162.0,171.0,82.0,931218213.0,3834303.6,2647.99,91.47,96.173,1354.15,11133861.0
202408,1117070000,보광동,872912.0,127.00126,37.52587,119724.0,10715757552.0,479601.0,144.0,653.0,216.0,18.0,12.0,0.0,53.0,751925365.0,3834303.6,2647.99,91.47,96.173,1354.15,4702573.0
202408,1120052000,왕십리제2동,334371.0,127.02769,37.5615,543983.0,13453151735.0,501184.0,69.0,320.0,285.0,92.0,4.0,0.0,70.0,474130064.0,3834303.6,2647.99,91.47,96.173,1354.15,13695357.0
202408,1120053500,왕십리도선동,721844.0,127.02957,37.56679,250002.0,40451202238.0,1259673.0,108.0,455.0,555.0,124.0,24.0,0.0,70.0,658527615.0,3834303.6,2647.99,91.47,96.173,1354.15,16499197.0
202408,1120054000,마장동,1127258.0,127.04049,37.56764,348474.0,25321168581.0,1084891.0,125.0,921.0,405.0,55.0,50.0,12.0,57.0,313147656.0,3834303.6,2647.99,91.47,96.173,1354.15,14679623.0
202408,1120055000,사근동,1154150.0,127.04543,37.55801,468592.0,37544205104.0,3513056.0,102.0,689.0,181.0,19.0,1.0,0.0,44.0,170903029.0,3834303.6,2647.99,91.47,96.173,1354.15,14070401.0
202408,1120056000,행당제1동,566619.0,127.03606,37.55902,1284556.0,40073838785.0,1625602.0,84.0,324.0,294.0,99.0,0.0,0.0,68.0,483661187.0,3834303.6,2647.99,91.47,96.173,1354.15,9604696.0
202408,1120057000,행당제2동,479532.0,127.0295,37.55668,398032.0,5943784235.0,333100.0,97.0,431.0,426.0,269.0,3.0,0.0,79.0,645518275.0,3834303.6,2647.99,91.47,96.173,1354.15,17940024.0
202408,1120058000,응봉동,563044.0,127.03398,37.55099,143639.0,2717921275.0,141794.0,215.0,1258.0,260.0,169.0,0.0,0.0,56.0,269799393.0,3834303.6,2647.99,91.47,96.173,1354.15,8086530.0
202408,1120059000,금호1가동,407653.0,127.02506,37.55367,304726.0,4588292316.0,192553.0,193.0,1037.0,332.0,125.0,0.0,0.0,54.0,308385556.0,3834303.6,2647.99,91.47,96.173,1354.15,10392985.0
202408,1120061500,금호2.3가동,665732.0,127.01989,37.55143,159688.0,18174760789.0,831709.0,227.0,1192.0,505.0,117.0,0.0,0.0,60.0,365230604.0,3834303.6,2647.99,91.47,96.173,1354.15,13896027.0
202408,1120062000,금호4가동,930024.0,127.0246,37.54459,457571.0,17081095641.0,628968.0,82.0,324.0,376.0,129.0,11.0,0.0,77.0,803074557.0,3834303.6,2647.99,91.47,96.173,1354.15,9565481.0
202408,1120064500,옥수동,1250869.0,127.01618,37.54197,484082.0,11088331863.0,296262.0,126.0,383.0,544.0,246.0,138.0,65.0,93.0,884172349.0,3834303.6,2647.99,91.47,96.173,1354.15,17696299.0
202408,1120065000,성수1가제1동,2238042.0,127.04104,37.54042,382378.0,20560573971.0,980016.0,122.0,686.0,442.0,8.0,18.0,12.0,61.0,736732428.0,3834303.6,2647.99,91.47,96.173,1354.15,15837252.0
202408,1120066000,성수1가제2동,977066.0,127.04395,37.54907,807588.0,61394888876.0,2391560.0,68.0,474.0,251.0,18.0,0.0,0.0,57.0,465824238.0,3834303.6,2647.99,91.47,96.173,1354.15,13603451.0
202408,1120067000,성수2가제1동,1150487.0,127.05528,37.53666,185050.0,84404863371.0,2751066.0,110.0,858.0,290.0,41.0,25.0,1.0,59.0,579181643.0,3834303.6,2647.99,91.47,96.173,1354.15,15003709.0
202408,1120069000,성수2가제3동,1046168.0,127.05814,37.54554,1407468.0,122992013417.0,5936009.0,78.0,473.0,189.0,116.0,0.0,0.0,57.0,394279969.0,3834303.6,2647.99,91.47,96.173,1354.15,20879756.0
202408,1120072000,송정동,587634.0,127.0657,37.55233,93405.0,7589365277.0,307592.0,68.0,536.0,116.0,18.0,0.0,0.0,50.0,229184261.0,3834303.6,2647.99,91.47,96.173,1354.15,5204786.0
202408,1120079000,용답동,2372731.0,127.05785,37.55854,1248991.0,33660752138.0,1823102.0,54.0,286.0,91.0,7.0,0.0,0.0,56.0,255078831.0,3834303.6,2647.99,91.47,96.173,1354.15,16817554.0
202408,1121571000,화양동,1178002.0,127.07346,37.54327,1783580.0,88664383915.0,4965388.0,195.0,1629.0,174.0,18.0,1.0,0.0,34.0,148077507.0,3834303.6,2647.99,91.47,96.173,1354.15,25251639.0
202408,1121573000,군자동,734486.0,127.07368,37.55307,294315.0,40274448870.0,1773429.0,233.0,1578.0,444.0,55.0,28.0,3.0,51.0,206472588.0,3834303.6,2647.99,91.47,96.173,1354.15,18564666.0
202408,1121574000,중곡제1동,590812.0,127.07772,37.56204,143985.0,55728620211.0,2328109.0,249.0,1645.0,405.0,23.0,14.0,0.0,51.0,188044024.0,3834303.6,2647.99,91.47,96.173,1354.15,11535503.0
202408,1121575000,중곡제2동,544506.0,127.08459,37.55891,182094.0,39458484421.0,1703977.0,387.0,2601.0,589.0,23.0,1.0,0.0,50.0,185506401.0,3834303.6,2647.99,91.47,96.173,1354.15,13505873.0
202408,1121576000,중곡제3동,602735.0,127.08197,37.56785,470187.0,19273729317.0,1139407.0,243.0,1788.0,263.0,11.0,0.0,0.0,47.0,176263103.0,3834303.6,2647.99,91.47,96.173,1354.15,13843351.0
202408,1121577000,중곡제4동,2284644.0,127.09445,37.56391,113943.0,33099841462.0,1644141.0,623.0,3997.0,1109.0,59.0,11.0,0.0,52.0,170253171.0,3834303.6,2647.99,91.47,96.173,1354.15,13191842.0
202408,1121578000,능동,1083377.0,127.08165,37.55066,1341512.0,23771365128.0,968150.0,170.0,1292.0,223.0,14.0,4.0,0.0,44.0,203223348.0,3834303.6,2647.99,91.47,96.173,1354.15,11472665.0
202408,1121581000,광장동,2755836.0,127.10487,37.54828,515595.0,40540051664.0,1698561.0,193.0,648.0,898.0,128.0,211.0,260.0,93.0,701037200.0,3834303.6,2647.99,91.47,96.173,1354.15,24118221.0
202408,1121582000,자양제1동,565020.0,127.08042,37.53554,196310.0,41644330916.0,2187303.0,368.0,2684.0,464.0,38.0,5.0,5.0,48.0,208444504.0,3834303.6,2647.99,91.47,96.173,1354.15,18043401.0
202408,1121583000,자양제2동,1631119.0,127.08325,37.52933,222533.0,17584649171.0,953116.0,410.0,2571.0,668.0,118.0,70.0,33.0,54.0,266950759.0,3834303.6,2647.99,91.47,96.173,1354.15,18680171.0
202408,1121584000,자양제3동,1134722.0,127.0712,37.53169,208375.0,45035904133.0,2196837.0,171.0,867.0,722.0,147.0,44.0,11.0,65.0,503185054.0,3834303.6,2647.99,91.47,96.173,1354.15,20801387.0
202408,1121584700,자양제4동,1155166.0,127.06377,37.53389,466196.0,44220566115.0,2172666.0,141.0,1064.0,294.0,30.0,12.0,0.0,47.0,259534026.0,3834303.6,2647.99,91.47,96.173,1354.15,21837284.0
202408,1121585000,구의제1동,552319.0,127.08603,37.54149,947257.0,52738497068.0,2154725.0,421.0,2897.0,560.0,43.0,2.0,0.0,48.0,182840088.0,3834303.6,2647.99,91.47,96.173,1354.15,17106523.0
202408,1121586000,구의제2동,1380731.0,127.09445,37.551,648454.0,30720270092.0,1444467.0,569.0,3313.0,1464.0,130.0,35.0,8.0,59.0,218482807.0,3834303.6,2647.99,91.47,96.173,1354.15,16727491.0
202408,1121587000,구의제3동,1450497.0,127.09524,37.53509,1064188.0,116805570634.0,3352784.0,319.0,1905.0,961.0,128.0,69.0,76.0,60.0,306329165.0,3834303.6,2647.99,91.47,96.173,1354.15,24429377.0
202408,1123053600,용신동,1573645.0,127.03229,37.57562,2090939.0,110783303195.0,4315469.0,212.0,1333.0,465.0,104.0,16.0,4.0,57.0,263764070.0,3834303.6,2647.99,91.47,96.173,1354.15,32153358.0
202408,1123054500,제기동,1181233.0,127.03724,37.58368,856088.0,776454614412.0,25867931.0,276.0,1738.0,548.0,84.0,7.0,16.0,56.0,199334932.0,3834303.6,2647.99,91.47,96.173,1354.15,19909317.0
202408,1123056000,전농제1동,1170148.0,127.05105,37.57901,1619874.0,45971224199.0,2403283.0,236.0,1565.0,449.0,118.0,1.0,2.0,53.0,298148257.0,3834303.6,2647.99,91.47,96.173,1354.15,31004281.0
202408,1123057000,전농제2동,995125.0,127.06114,37.58072,271369.0,14619829389.0,1038722.0,95.0,499.0,280.0,199.0,0.0,0.0,70.0,385704055.0,3834303.6,2647.99,91.47,96.173,1354.15,10435492.0
202408,1123060000,답십리제1동,798544.0,127.0517,37.57094,235713.0,35535065384.0,1024024.0,123.0,777.0,443.0,98.0,34.0,0.0,64.0,481259336.0,3834303.6,2647.99,91.47,96.173,1354.15,15237389.0
202408,1123061000,답십리제2동,824988.0,127.06111,37.57089,327983.0,30165869358.0,1437319.0,128.0,649.0,512.0,130.0,2.0,0.0,69.0,367194404.0,3834303.6,2647.99,91.47,96.173,1354.15,21656876.0
202408,1123065000,장안제1동,1365375.0,127.06859,37.56623,591084.0,164041771380.0,3762853.0,366.0,3152.0,1217.0,255.0,23.0,0.0,58.0,242312008.0,3834303.6,2647.99,91.47,96.173,1354.15,25006693.0
202408,1123066000,장안제2동,1132972.0,127.07254,37.57576,450743.0,95781513921.0,4116734.0,278.0,2403.0,879.0,159.0,15.0,0.0,59.0,269839336.0,3834303.6,2647.99,91.47,96.173,1354.15,21901456.0
202408,1123070500,청량리동,1176505.0,127.04512,37.58894,415926.0,53557114741.0,2261127.0,111.0,618.0,254.0,99.0,22.0,11.0,63.0,259040718.0,3834303.6,2647.99,91.47,96.173,1354.15,14191265.0
202408,1123071000,회기동,803887.0,127.05141,37.5937,222236.0,31420499451.0,1797561.0,79.0,545.0,191.0,29.0,1.0,0.0,54.0,195644398.0,3834303.6,2647.99,91.47,96.173,1354.15,12341438.0
202408,1123072000,휘경제1동,510437.0,127.06247,37.59187,820323.0,19456268522.0,859848.0,69.0,442.0,189.0,43.0,0.0,0.0,57.0,269364510.0,3834303.6,2647.99,91.47,96.173,1354.15,11712563.0
202408,1123073000,휘경제2동,1195510.0,127.06644,37.58651,346486.0,14928934972.0,609289.0,210.0,1232.0,608.0,176.0,1.0,0.0,59.0,240740232.0,3834303.6,2647.99,91.47,96.173,1354.15,14734857.0
202408,1123074000,이문제1동,1005087.0,127.06029,37.59722,378250.0,26573411018.0,2254166.0,142.0,816.0,256.0,106.0,21.0,6.0,52.0,241674717.0,3834303.6,2647.99,91.47,96.173,1354.15,14766514.0
202408,1123075000,이문제2동,805192.0,127.06749,37.60283,267260.0,8402138098.0,571513.0,83.0,469.0,291.0,150.0,6.0,0.0,69.0,392500480.0,3834303.6,2647.99,91.47,96.173,1354.15,11041164.0
202408,1126052000,면목제2동,744933.0,127.07814,37.58938,203557.0,25453661886.0,1271944.0,247.0,1960.0,573.0,21.0,1.0,0.0,53.0,169038566.0,3834303.6,2647.99,91.47,96.173,1354.15,17259087.0
202408,1126054000,면목제4동,849250.0,127.08647,37.57348,318761.0,12560756918.0,807941.0,195.0,1304.0,344.0,45.0,1.0,0.0,54.0,193480097.0,3834303.6,2647.99,91.47,96.173,1354.15,13010993.0
202408,1126055000,면목제5동,590803.0,127.07967,37.58297,147691.0,9027393828.0,437970.0,150.0,1225.0,213.0,16.0,0.0,0.0,51.0,161532570.0,3834303.6,2647.99,91.47,96.173,1354.15,13284300.0
202408,1126056500,면목본동,827948.0,127.08953,37.58834,807792.0,56856927716.0,3247490.0,490.0,4236.0,520.0,13.0,2.0,2.0,47.0,161046904.0,3834303.6,2647.99,91.47,96.173,1354.15,22936438.0
202408,1126057000,면목제7동,1180742.0,127.09269,37.57729,190828.0,45821243810.0,2216406.0,208.0,1360.0,559.0,52.0,19.0,0.0,55.0,206799710.0,3834303.6,2647.99,91.47,96.173,1354.15,13133796.0
202408,1126057500,면목제3.8동,1400985.0,127.09738,37.5846,757541.0,37669943174.0,2123695.0,244.0,1822.0,527.0,23.0,0.0,0.0,51.0,162903032.0,3834303.6,2647.99,91.47,96.173,1354.15,15528328.0
202408,1126058000,상봉제1동,861947.0,127.08947,37.60203,187563.0,12578051439.0,881447.0,237.0,1671.0,770.0,44.0,1.0,0.0,56.0,232552683.0,3834303.6,2647.99,91.47,96.173,1354.15,16239244.0
202408,1126059000,상봉제2동,655590.0,127.0839,37.59425,1134439.0,68167050200.0,2978405.0,284.0,2382.0,254.0,21.0,12.0,0.0,41.0,164323561.0,3834303.6,2647.99,91.47,96.173,1354.15,19586036.0
202408,1126060000,중화제1동,669339.0,127.08315,37.60229,104971.0,22813790319.0,948854.0,270.0,2075.0,670.0,29.0,0.0,0.0,54.0,176084174.0,3834303.6,2647.99,91.47,96.173,1354.15,9475085.0
202408,1126061000,중화제2동,957879.0,127.07521,37.59872,704712.0,37471144902.0,1870910.0,269.0,2582.0,253.0,7.0,1.0,0.0,46.0,173970731.0,3834303.6,2647.99,91.47,96.173,1354.15,22013952.0
202408,1126062000,묵제1동,1207708.0,127.08245,37.61374,233951.0,47589054834.0,1413274.0,451.0,2874.0,954.0,451.0,3.0,0.0,58.0,211861425.0,3834303.6,2647.99,91.47,96.173,1354.15,19387561.0
202408,1126063000,묵제2동,668183.0,127.07467,37.61037,391378.0,29397647126.0,1656022.0,246.0,2143.0,349.0,19.0,7.0,0.0,48.0,179173771.0,3834303.6,2647.99,91.47,96.173,1354.15,14187345.0
202408,1126065500,망우본동,2948005.0,127.10754,37.60199,600650.0,70343426413.0,3293779.0,270.0,1791.0,696.0,73.0,10.0,0.0,57.0,184330011.0,3834303.6,2647.99,91.47,96.173,1354.15,26620690.0
202408,1126066000,망우제3동,991213.0,127.10294,37.59181,141470.0,14780751868.0,877884.0,225.0,1759.0,224.0,3.0,7.0,1.0,49.0,149287198.0,3834303.6,2647.99,91.47,96.173,1354.15,9500478.0
202408,1126068000,신내1동,2490403.0,127.10451,37.6128,713827.0,36728611893.0,1561313.0,196.0,1463.0,706.0,179.0,18.0,0.0,63.0,274216702.0,3834303.6,2647.99,91.47,96.173,1354.15,23855404.0
202408,1126069000,신내2동,935095.0,127.09162,37.61095,306710.0,32817515234.0,1719406.0,77.0,485.0,212.0,140.0,62.0,0.0,68.0,356325541.0,3834303.6,2647.99,91.47,96.173,1354.15,13635309.0
202408,1129052500,성북동,2416176.0,126.99615,37.59587,430119.0,28155132446.0,1066255.0,279.0,1315.0,634.0,110.0,108.0,189.0,78.0,313604379.0,3834303.6,2647.99,91.47,96.173,1354.15,14750668.0
202408,1129055500,삼선동,912074.0,127.0118,37.58662,1665574.0,61039734993.0,2848776.0,217.0,1325.0,632.0,174.0,12.0,0.0,60.0,250711937.0,3834303.6,2647.99,91.47,96.173,1354.15,22088187.0
202408,1129057500,동선동,731808.0,127.01843,37.59374,540076.0,67601529049.0,3722193.0,180.0,1176.0,428.0,80.0,1.0,6.0,53.0,181189828.0,3834303.6,2647.99,91.47,96.173,1354.15,14151265.0
202408,1129058000,돈암제1동,461014.0,127.02404,37.59933,385856.0,8711766617.0,246677.0,90.0,364.0,386.0,123.0,0.0,0.0,68.0,335447080.0,3834303.6,2647.99,91.47,96.173,1354.15,8381171.0
202408,1129059000,돈암제2동,523725.0,127.01163,37.59728,175127.0,7683656287.0,492980.0,130.0,526.0,515.0,175.0,197.0,0.0,78.0,419147665.0,3834303.6,2647.99,91.47,96.173,1354.15,8681112.0
202408,1129060000,안암동,1274562.0,127.02731,37.58725,568133.0,39483094699.0,3164309.0,131.0,949.0,187.0,114.0,13.0,17.0,56.0,192016146.0,3834303.6,2647.99,91.47,96.173,1354.15,19423694.0
202408,1129061000,보문동,589971.0,127.01922,37.5826,441987.0,14666855588.0,708352.0,128.0,828.0,394.0,35.0,1.0,0.0,57.0,253619175.0,3834303.6,2647.99,91.47,96.173,1354.15,9503412.0
202408,1129062000,정릉제1동,389711.0,127.01665,37.60326,347653.0,10989398149.0,629626.0,129.0,682.0,427.0,98.0,0.0,0.0,64.0,282449873.0,3834303.6,2647.99,91.47,96.173,1354.15,6676843.0
202408,1129063000,정릉제2동,1126034.0,127.00812,37.60379,314044.0,14750918141.0,697972.0,445.0,2838.0,1124.0,127.0,19.0,1.0,61.0,172918375.0,3834303.6,2647.99,91.47,96.173,1354.15,15055489.0
202408,1129064000,정릉제3동,3357947.0,126.99377,37.61226,181970.0,11627127208.0,640476.0,227.0,1901.0,531.0,35.0,15.0,2.0,55.0,137578168.0,3834303.6,2647.99,91.47,96.173,1354.15,15268657.0
202408,1129065000,정릉제4동,3712601.0,126.99518,37.62351,536852.0,22643618231.0,1208550.0,375.0,2178.0,1179.0,275.0,9.0,2.0,63.0,191431798.0,3834303.6,2647.99,91.47,96.173,1354.15,11975949.0
202408,1129066000,길음제1동,818440.0,127.01974,37.60811,1074597.0,12003294619.0,524031.0,168.0,731.0,885.0,387.0,24.0,0.0,80.0,555071069.0,3834303.6,2647.99,91.47,96.173,1354.15,25300707.0
202408,1129068500,길음제2동,616132.0,127.02723,37.60797,314114.0,21548879358.0,967502.0,64.0,350.0,223.0,80.0,14.0,13.0,72.0,503395171.0,3834303.6,2647.99,91.47,96.173,1354.15,16118340.0
