YYYYMM,행정동코드,행정동이름,AREA_M2,LAT,LON,전체승객수
202408,1117069000,서빙고동,2917053,126.98838,37.52247,257700
202408,1117070000,보광동,872912,127.00126,37.52587,119724
202408,1120052000,왕십리제2동,334371,127.02769,37.5615,543983
202408,1120053500,왕십리도선동,721844,127.02957,37.56679,250002
202408,1120054000,마장동,1127258,127.04049,37.56764,348474
202408,1120055000,사근동,1154150,127.04543,37.55801,468592
202408,1120056000,행당제1동,566619,127.03606,37.55902,1284556
202408,1120057000,행당제2동,479532,127.0295,37.55668,398032
202408,1120058000,응봉동,563044,127.03398,37.55099,143639
202408,1120059000,금호1가동,407653,127.02506,37.55367,304726
202408,1120061500,금호2.3가동,665732,127.01989,37.55143,159688
202408,1120062000,금호4가동,930024,127.0246,37.54459,457571
202408,1120064500,옥수동,1250869,127.01618,37.54197,484082
202408,1120065000,성수1가제1동,2238042,127.04104,37.54042,382378
202408,1120066000,성수1가제2동,977066,127.04395,37.54907,807588
202408,1120067000,성수2가제1동,1150487,127.05528,37.53666,185050
202408,1120069000,성수2가제3동,1046168,127.05814,37.54554,1407468
202408,1120072000,송정동,587634,127.0657,37.55233,93405
202408,1120079000,용답동,2372731,127.05785,37.55854,1248991
202408,1121571000,화양동,1178002,127.07346,37.54327,1783580
202408,1121573000,군자동,734486,127.07368,37.55307,294315
202408,1121574000,중곡제1동,590812,127.07772,37.56204,143985
202408,1121575000,중곡제2동,544506,127.08459,37.55891,182094
202408,1121576000,중곡제3동,602735,127.08197,37.56785,470187
202408,1121577000,중곡제4동,2284644,127.09445,37.56391,113943
202408,1121578000,능동,1083377,127.08165,37.55066,1341512
202408,1121581000,광장동,2755836,127.10487,37.54828,515595
202408,1121582000,자양제1동,565020,127.08042,37.53554,196310
202408,1121583000,자양제2동,1631119,127.08325,37.52933,222533
202408,1121584000,자양제3동,1134722,127.0712,37.53169,208375
202408,1121584700,자양제4동,1155166,127.06377,37.53389,466196
202408,1121585000,구의제1동,552319,127.08603,37.54149,947257
202408,1121586000,구의제2동,1380731,127.09445,37.551,648454
202408,1121587000,구의제3동,1450497,127.09524,37.53509,1064188
202408,1123053600,용신동,1573645,127.03229,37.57562,2090939
202408,1123054500,제기동,1181233,127.03724,37.58368,856088
202408,1123056000,전농제1동,1170148,127.05105,37.57901,1619874
202408,1123057000,전농제2동,995125,127.06114,37.58072,271369
202408,1123060000,답십리제1동,798544,127.0517,37.57094,235713
202408,1123061000,답십리제2동,824988,127.06111,37.57089,327983
202408,1123065000,장안제1동,1365375,127.06859,37.56623,591084
202408,1123066000,장안제2동,1132972,127.07254,37.57576,450743
202408,1123070500,청량리동,1176505,127.04512,37.58894,415926
202408,1123071000,회기동,803887,127.05141,37.5937,222236
202408,1123072000,휘경제1동,510437,127.06247,37.59187,820323
202408,1123073000,휘경제2동,1195510,127.06644,37.58651,346486
202408,1123074000,이문제1동,1005087,127.06029,37.59722,378250
202408,1123075000,이문제2동,805192,127.06749,37.60283,267260
202408,1126052000,면목제2동,744933,127.07814,37.58938,203557
202408,1126054000,면목제4동,849250,127.08647,37.57348,318761
202408,1126055000,면목제5동,590803,127.07967,37.58297,147691
202408,1126056500,면목본동,827948,127.08953,37.58834,807792
202408,1126057000,면목제7동,1180742,127.09269,37.57729,190828
202408,1126057500,면목제3.8동,1400985,127.09738,37.5846,757541
202408,1126058000,상봉제1동,861947,127.08947,37.60203,187563
202408,1126059000,상봉제2동,655590,127.0839,37.59425,1134439
202408,1126060000,중화제1동,669339,127.08315,37.60229,104971
202408,1126061000,중화제2동,957879,127.07521,37.59872,704712
202408,1126062000,묵제1동,1207708,127.08245,37.61374,233951
202408,1126063000,묵제2동,668183,127.07467,37.61037,391378
202408,1126065500,망우본동,2948005,127.10754,37.60199,600650
202408,1126066000,망우제3동,991213,127.10294,37.59181,141470
202408,1126068000,신내1동,2490403,127.10451,37.6128,713827
202408,1126069000,신내2동,935095,127.09162,37.61095,306710
202408,1129052500,성북동,2416176,126.99615,37.59587,430119
202408,1129055500,삼선동,912074,127.0118,37.58662,1665574
202408,1129057500,동선동,731808,127.01843,37.59374,540076
202408,1129058000,돈암제1동,461014,127.02404,37.59933,385856
202408,1129059000,돈암제2동,523725,127.01163,37.59728,175127
202408,1129060000,안암동,1274562,127.02731,37.58725,568133
202408,1129061000,보문동,589971,127.01922,37.5826,441987
202408,1129062000,정릉제1동,389711,127.01665,37.60326,347653
202408,1129063000,정릉제2동,1126034,127.00812,37.60379,314044
202408,1129064000,정릉제3동,3357947,126.99377,37.61226,181970
202408,1129065000,정릉제4동,3712601,126.99518,37.62351,536852
202408,1129066000,길음제1동,818440,127.01974,37.60811,1074597
202408,1129068500,길음제2동,616132,127.02723,37.60797,314114
202408,1129070500,종암동,1520021,127.03337,37.59725,545809
202408,1129071500,월곡제1동,764805,127.03645,37.60788,332892
202408,1129072500,월곡제2동,1334181,127.04519,37.6033,687336
202408,1129076000,장위제1동,724308,127.04426,37.61494,262963
202408,1129077000,장위제2동,665829,127.05173,37.61222,459490
202408,1129078000,장위제3동,682909,127.05349,37.61818,177344
202408,1129081000,석관동,1731086,127.06134,37.60826,850381
202408,1130553400,삼양동,951708,127.01468,37.62379,360534
202408,1130553500,미아동,853875,127.02629,37.6287,757021
202408,1130554500,송중동,1061923,127.03292,37.6177,975533
202408,1130555500,송천동,939469,127.02487,37.61822,1190947
202408,1130557500,삼각산동,586701,127.01683,37.61713,246657
202408,1130559500,번1동,595659,127.03054,37.63763,1605794
202408,1130560300,번2동,1012328,127.03479,37.62952,261510
202408,1130560800,번3동,1091074,127.04234,37.62378,209672
202408,1130561500,수유1동,1728230,127.00884,37.62993,424828
202408,1130562500,수유2동,606037,127.0195,37.6454,292713
202408,1130563500,수유3동,730661,127.02355,37.64046,608744
202408,1130564500,우이동,10697189,127.00032,37.66035,481836
202408,1130566000,인수동,2860095,127.00396,37.63764,291761
202408,1132051100,창제1동,1093061,127.04356,37.64714,1284207
202408,1132051200,창제2동,682713,127.03682,37.64263,223120
202408,1132051300,창제3동,637773,127.04163,37.63736,163310
202408,1132051400,창제4동,1114658,127.05093,37.65258,360623
202408,1132051500,창제5동,690264,127.04277,37.65536,966415
202408,1132052100,도봉제1동,8508462,127.02679,37.68508,323676
202408,1132052200,도봉제2동,1195130,127.04779,37.68119,661305
202408,1132066000,쌍문제1동,1160994,127.01951,37.65303,231119
202408,1132067000,쌍문제2동,531978,127.037,37.65706,283969
202408,1132068000,쌍문제3동,499481,127.03059,37.64769,246627
202408,1132068100,쌍문제4동,577003,127.03041,37.65555,189714
202408,1132069000,방학제1동,1060647,127.04352,37.66503,470850
202408,1132070000,방학제2동,1108653,127.03226,37.66915,138853
202408,1132071000,방학제3동,1860513,127.02347,37.6628,253255
202408,1135056000,월계1동,1178816,127.0586,37.62181,365395
202408,1135057000,월계2동,1991879,127.05121,37.63407,333882
202408,1135058000,월계3동,1167762,127.06489,37.62466,355395
202408,1135059500,공릉1동,1208569,127.07277,37.62412,1015033
202408,1135060000,공릉2동,7264834,127.09423,37.63161,644471
202408,1135061100,하계1동,1441008,127.07481,37.63862,323293
202408,1135061200,하계2동,505737,127.06482,37.63484,665336
202408,1135061900,중계본동,2061637,127.08576,37.64814,262111
202408,1135062100,중계1동,608503,127.0735,37.65002,197371
202408,1135062400,중계4동,1457885,127.08224,37.65885,197399
202408,1135062500,중계2.3동,946538,127.06589,37.64334,687635
202408,1135063000,상계1동,5016467,127.06533,37.68327,598824
202408,1135064000,상계2동,591000,127.06727,37.65649,1876996
202408,1135066500,상계3.4동,5783082,127.08327,37.67515,351037
202408,1135067000,상계5동,492170,127.0696,37.66322,710601
202408,1135069500,상계6.7동,1425634,127.06009,37.64875,379752
202408,1135070000,상계8동,661888,127.05365,37.66629,445827
202408,1135071000,상계9동,837674,127.0625,37.66807,119156
202408,1135072000,상계10동,828158,127.0584,37.65964,213888
202408,1138051000,녹번동,1915175,126.93505,37.60542,922218
202408,1138052000,불광제1동,3346747,126.93927,37.61731,625021
202408,1138053000,불광제2동,1338273,126.92865,37.62437,344267
202408,1138055100,갈현제1동,953450,126.91489,37.62535,1144790
202408,1138055200,갈현제2동,1053392,126.91212,37.61828,529517
202408,1138056000,구산동,1352647,126.90765,37.61106,295522
202408,1138057000,대조동,871085,126.9231,37.61228,1007508
202408,1138058000,응암제1동,1160262,126.9269,37.59826,526032
202408,1138059000,응암제2동,746941,126.92302,37.59189,194785
202408,1138060000,응암제3동,733293,126.91775,37.58865,364258
202408,1138062500,역촌동,1087046,126.91453,37.60457,451360
202408,1138063100,신사제1동,830268,126.90884,37.59899,775321
202408,1138063200,신사제2동,1041042,126.90629,37.59289,543267
202408,1138064000,증산동,919884,126.90581,37.58378,528919
202408,1138065000,수색동,1140125,126.8949,37.58577,280971
202408,1138069000,진관동,12911565,126.94052,37.63928,1337224
202408,1141052000,천연동,893844,126.95714,37.57121,541496
202408,1141055500,북아현동,444705,126.95552,37.55925,216764
202408,1141056500,충현동,1136892,126.9581,37.56391,1333569
202408,1141058500,신촌동,2566839,126.94106,37.56364,2438087
202408,1141061500,연희동,2825921,126.93273,37.57201,922472
202408,1141062000,홍제제1동,1561215,126.9452,37.58154,1155643
202408,1141064000,홍제제3동,1031592,126.95116,37.59202,282253
202408,1141065500,홍제제2동,712529,126.95253,37.58455,174602
202408,1141066000,홍은제1동,1550491,126.94703,37.59998,226706
202408,1141068500,홍은제2동,2048086,126.93217,37.58699,616073
202408,1141069000,남가좌제1동,447138,126.9162,37.57169,379257
202408,1141070000,남가좌제2동,812456,126.92133,37.57762,362803
202408,1141071000,북가좌제1동,581080,126.908,37.57527,175376
202408,1141072000,북가좌제2동,795331,126.9135,37.581,332701
202408,1144055500,아현동,731252,126.95284,37.55193,872742
202408,1144056500,공덕동,1002153,126.95779,37.54912,1437612
202408,1144058500,도화동,860064,126.94681,37.53704,249659
202408,1144059000,용강동,956700,126.94127,37.54059,573825
202408,1144060000,대흥동,836007,126.9414,37.55212,1236536
202408,1144061000,염리동,539922,126.94755,37.54982,117782
202408,1144063000,신수동,1118424,126.93364,37.54363,71770
202408,1144065500,서강동,1715559,126.92516,37.54595,762324
202408,1144066000,서교동,1647625,126.92094,37.55477,6007534
202408,1144068000,합정동,1753036,126.90884,37.54687,223054
202408,1144069000,망원제1동,1124872,126.90021,37.55275,199254
202408,1144070000,망원제2동,1208058,126.89568,37.55712,154530
202408,1144071000,연남동,647383,126.92154,37.56303,239926
202408,1144072000,성산제1동,864039,126.91185,37.56198,240108
202408,1144073000,성산제2동,1963168,126.90204,37.56811,952426
202408,1144074000,상암동,7678191,126.88086,37.57179,1555870
202408,1147051000,목1동,1564660,126.8751,37.52744,1717705
202408,1147052000,목2동,1054247,126.8741,37.54359,825180
202408,1147053000,목3동,500764,126.86541,37.5452,624055
202408,1147054000,목4동,561686,126.8669,37.53544,277406
202408,1147055000,목5동,2069098,126.88103,37.53631,456067
202408,1147056000,신월1동,630072,126.83453,37.53127,131555
202408,1147057000,신월2동,614213,126.84633,37.5234,209801
202408,1147058000,신월3동,926653,126.82747,37.53236,95968
202408,1147059000,신월4동,454712,126.83982,37.52225,174976
202408,1147060000,신월5동,515356,126.8299,37.54004,120026
202408,1147061000,신월6동,473483,126.84213,37.51597,151123
202408,1147061100,신월7동,900522,126.83234,37.52066,175901
202408,1147062000,신정1동,739881,126.85963,37.51888,194969
202408,1147063000,신정2동,648695,126.87518,37.51895,97434
202408,1147064000,신정3동,3169421,126.8394,37.51178,796357
202408,1147065000,신정4동,996239,126.85757,37.52541,835518
202408,1147067000,신정6동,926759,126.86964,37.51591,172933
202408,1147068000,신정7동,1143920,126.86468,37.51012,347366
202408,1150051000,염창동,2389890,126.87543,37.55321,407096
202408,1150052000,등촌제1동,658950,126.85963,37.55586,463460
202408,1150053000,등촌제2동,895367,126.86003,37.54574,221615
202408,1150053500,등촌제3동,1042691,126.84634,37.56105,1002638
202408,1150054000,화곡제1동,1192600,126.84094,37.53378,2149906
202408,1150055000,화곡제2동,456930,126.85437,37.53228,154113
202408,1150056000,화곡제3동,526606,126.83427,37.54406,131060
202408,1150057000,화곡제4동,855978,126.85858,37.5361,157485
202408,1150059000,화곡본동,982074,126.84816,37.54257,274207
202408,1150059100,화곡제6동,1062894,126.85117,37.55172,433050
202408,1150059300,화곡제8동,575541,126.84863,37.53422,254702
202408,1150060300,가양제1동,5543738,126.83435,37.5731,1413781
202408,1150060400,가양제2동,1012806,126.85401,37.56866,68655
202408,1150060500,가양제3동,932533,126.8623,37.56268,63026
202408,1150061100,발산제1동,2963745,126.82558,37.55045,742842
202408,1150061500,우장산동,1245257,126.84102,37.55057,994388
202408,1150062000,공항동,11581226,126.79496,37.55649,503701
202408,1150063000,방화제1동,1487371,126.81755,37.56864,556198
202408,1150064000,방화제2동,5640487,126.80451,37.5838,1228555
202408,1153051000,신도림동,1376469,126.88285,37.50973,2063685
202408,1153052000,구로제1동,1083279,126.87546,37.49303,116729
202408,1153053000,구로제2동,1809928,126.87949,37.49745,832473
202408,1153054000,구로제3동,1043117,126.89498,37.48488,2573637
202408,1153055000,구로제4동,516496,126.8902,37.49154,231753
202408,1153056000,구로제5동,1023242,126.88848,37.50203,725321
202408,1153059500,가리봉동,408284,126.88826,37.48256,215436
202408,1153072000,고척제1동,1132884,126.8634,37.50066,401013
202408,1153073000,고척제2동,997120,126.85331,37.50585,307424
202408,1153074000,개봉제1동,1126936,126.84988,37.49988,932039
202408,1153075000,개봉제2동,815642,126.85636,37.49273,328711
202408,1153076000,개봉제3동,848662,126.85241,37.48684,124997
202408,1153077000,오류제1동,747283,126.84163,37.49696,413208
202408,1153078000,오류제2동,3081182,126.83837,37.48526,598876
202408,1153079000,수궁동,2630691,126.82607,37.49828,726251
202408,1153080000,항동,1431213,126.82449,37.48103,99877
202408,1154551000,가산동,2244201,126.88434,37.47684,2353250
202408,1154561000,독산제1동,1964400,126.89272,37.4642,745663
202408,1154562000,독산제2동,616195,126.90255,37.46383,292674
202408,1154563000,독산제3동,945991,126.90459,37.47593,452422
202408,1154564000,독산제4동,619603,126.90405,37.46922,326745
202408,1154567000,시흥제1동,1476950,126.90015,37.45289,679202
202408,1154568000,시흥제2동,1180173,126.92007,37.45059,161266
202408,1154569000,시흥제3동,1335878,126.90593,37.44028,100494
202408,1154570000,시흥제4동,771262,126.90911,37.46008,221744
202408,1154571000,시흥제5동,1426902,126.91243,37.44875,340993
202408,1156051500,영등포본동,808233,126.9097,37.51372,798006
202408,1156053500,영등포동,1415805,126.90784,37.52152,1539555
202408,1156054000,여의동,6656365,126.92757,37.52749,4230942
202408,1156055000,당산제1동,743499,126.89685,37.52393,998786
202408,1156056000,당산제2동,1564124,126.90391,37.53298,1592648
202408,1156058500,도림동,549811,126.90124,37.50928,163204
202408,1156060500,문래동,1742935,126.89147,37.51638,993265
202408,1156061000,양평제1동,864764,126.88707,37.52507,382616
202408,1156062000,양평제2동,1892053,126.89418,37.5406,539767
202408,1156063000,신길제1동,811808,126.91951,37.51234,547686
202408,1156065000,신길제3동,480412,126.90589,37.50645,197312
202408,1156066000,신길제4동,288284,126.91292,37.50728,130666
202408,1156067000,신길제5동,530930,126.90555,37.50112,122696
202408,1156068000,신길제6동,679799,126.91354,37.49916,534217
202408,1156069000,신길제7동,548054,126.9198,37.5058,497393
202408,1156070000,대림제1동,481705,126.90526,37.49377,171162
202408,1156071000,대림제2동,578880,126.90064,37.48963,154422
202408,1156072000,대림제3동,937514,126.89727,37.49987,1173964
202408,1159051000,노량진제1동,1878710,126.94915,37.51303,1776106
202408,1159052000,노량진제2동,661468,126.938,37.51093,410791
202408,1159053000,상도제1동,1431135,126.95347,37.49833,1496827
202408,1159054000,상도제2동,776948,126.94206,37.50367,615543
202408,1159055000,상도제3동,673241,126.93335,37.49723,272233
202408,1159056000,상도제4동,968511,126.94076,37.49743,218764
202408,1159060500,흑석동,2097147,126.96376,37.5063,770100
202408,1159062000,사당제1동,632726,126.97741,37.47972,273588
202408,1159063000,사당제2동,3039007,126.97519,37.49823,1500234
202408,1159064000,사당제3동,894355,126.97086,37.48881,194193
202408,1159065000,사당제4동,427255,126.97077,37.48059,351483
202408,1159065100,사당제5동,661737,126.96504,37.4858,126217
202408,1159066000,대방동,1587711,126.92803,37.50711,1265407
202408,1159067000,신대방제1동,684048,126.91071,37.48995,188018
202408,1159068000,신대방제2동,1033193,126.92153,37.49431,468563
202408,1162052500,보라매동,762164,126.93259,37.49036,341229
202408,1162054500,청림동,316540,126.95957,37.48941,128630
202408,1162056500,성현동,686448,126.95117,37.48951,288889
202408,1162057500,행운동,723778,126.96062,37.4809,480607
202408,1162058500,낙성대동,2342295,126.96005,37.46723,484435
202408,1162059500,청룡동,1217892,126.94588,37.47805,2448909
202408,1162060500,은천동,734719,126.94221,37.48682,444046
202408,1162061500,중앙동,380017,126.95062,37.48412,289222
202408,1162062500,인헌동,706179,126.96662,37.47208,1007442
202408,1162063000,남현동,4235911,126.97664,37.46247,2125101
202408,1162064500,서원동,631090,126.93344,37.4806,2326402
202408,1162065500,신원동,576667,126.9267,37.4793,85881
202408,1162066500,서림동,762657,126.93921,37.47355,434971
202408,1162068500,신사동,605859,126.91875,37.48563,874542
202408,1162069500,신림동,507637,126.92761,37.4869,654477
202408,1162071500,난향동,800353,126.91827,37.46159,169592
202408,1162072500,조원동,648305,126.90753,37.48294,783514
202408,1162073500,대학동,8316533,126.94848,37.45347,731299
202408,1162074500,삼성동,2589521,126.93014,37.46067,286136
202408,1162076500,미성동,1341134,126.91543,37.47594,480673
202408,1162077500,난곡동,1014887,126.92105,37.4705,318361
202408,1165051000,서초1동,1371823,127.02014,37.48696,1557318
202408,1165052000,서초2동,1234893,127.02791,37.48882,3085251
202408,1165053000,서초3동,3010786,127.00959,37.48543,2169278
202408,1165053100,서초4동,876369,127.01996,37.49899,448712
202408,1165054000,잠원동,1837867,127.01304,37.51764,442039
202408,1165055000,반포본동,1539963,126.98648,37.50629,91378
202408,1165056000,반포1동,1009783,127.01663,37.50551,656424
202408,1165057000,반포2동,1242525,126.9957,37.50638,345311
202408,1165058000,반포3동,1309158,127.00359,37.51241,434580
202408,1165058100,반포4동,1458521,127.00329,37.49958,3052349
202408,1165059000,방배본동,659648,126.98777,37.49495,220813
202408,1165060000,방배1동,698070,126.9963,37.48491,647553
202408,1165061000,방배2동,1934493,126.98849,37.47301,292625
202408,1165062000,방배3동,2412263,126.9979,37.47432,714615
202408,1165062100,방배4동,941537,126.99099,37.48982,306732
202408,1165065100,양재1동,5738915,127.02253,37.46956,2115395
202408,1165065200,양재2동,7433699,127.04591,37.45115,699212
202408,1165066000,내곡동,13138298,127.07055,37.45652,272578
202408,1168051000,신사동,1741768,127.0214,37.52572,383672
202408,1168052100,논현1동,1246164,127.0265,37.51191,1997941
202408,1168053100,논현2동,1440614,127.03622,37.51521,1599829
202408,1168054500,압구정동,2512082,127.03348,37.53027,1925799
202408,1168056500,청담동,2355811,127.0505,37.52454,588365
202408,1168058000,삼성1동,1925054,127.06063,37.5154,1782435
202408,1168059000,삼성2동,1258529,127.04876,37.51184,992208
202408,1168060000,대치1동,807837,127.05897,37.49339,485091
202408,1168061000,대치2동,2060695,127.06642,37.50058,2634740
202408,1168063000,대치4동,703180,127.0549,37.50166,2183564
202408,1168064000,역삼1동,2366859,127.03549,37.50089,4061934
202408,1168065000,역삼2동,1123383,127.04489,37.4985,551559
202408,1168065500,도곡1동,1010321,127.04098,37.48905,698039
202408,1168065600,도곡2동,1031472,127.04965,37.48821,887657
202408,1168066000,개포1동,1741195,127.06471,37.47928,169480
202408,1168067000,개포2동,1586586,127.06763,37.48648,511345
202408,1168067500,개포3동,1560000,127.0756,37.4926645,407857
202408,1168069000,개포4동,1583608,127.05324,37.47555,226012
202408,1168070000,세곡동,5912729,127.10435,37.47107,497490
202408,1168072000,일원본동,2426105,127.08467,37.48237,539221
202408,1168073000,일원1동,946206,127.08925,37.49339,100586
202408,1168075000,수서동,1624149,127.10057,37.48684,1312795
202408,1171051000,풍납1동,1057854,127.1143,37.53824,118699
202408,1171052000,풍납2동,1992907,127.11013,37.52985,191188
202408,1171053100,거여1동,506282,127.14168,37.49439,366581
202408,1171053200,거여2동,505978,127.14717,37.49238,102893
202408,1171054000,마천1동,519561,127.15572,37.49478,304664
202408,1171055000,마천2동,958068,127.15146,37.50033,194218
202408,1171056100,방이1동,585493,127.12232,37.50977,318884
202408,1171056200,방이2동,767575,127.11383,37.51325,397438
202408,1171056600,오륜동,3138116,127.12851,37.51766,667770
202408,1171057000,오금동,1733642,127.1344,37.50399,618311
202408,1171058000,송파1동,696743,127.11032,37.50717,554961
202408,1171059000,송파2동,599279,127.11683,37.50284,71201
202408,1171060000,석촌동,932452,127.10246,37.50272,818491
202408,1171061000,삼전동,990522,127.09191,37.50172,229784
202408,1171062000,가락본동,1049756,127.12164,37.49722,286618
202408,1171063100,가락1동,1368008,127.10824,37.49533,951022
202408,1171063200,가락2동,941692,127.13064,37.49586,602016
202408,1171064100,문정1동,667814,127.12686,37.48817,142888
202408,1171064200,문정2동,2357239,127.11914,37.48069,1113827
202408,1171064600,장지동,1221454,127.13163,37.48279,809738
202408,1171064700,위례동,2608006,127.14124,37.48166,417442
202408,1171065000,잠실본동,1140205,127.08229,37.50551,567320
202408,1171067000,잠실2동,2877277,127.07882,37.51772,822336
202408,1171068000,잠실3동,1514431,127.09432,37.51364,535964
202408,1171069000,잠실4동,840215,127.10815,37.52125,671307
202408,1171071000,잠실6동,1398484,127.09998,37.51907,3447064
202408,1171072000,잠실7동,680575,127.0741,37.50748,792023
202408,1174051500,강일동,3653950,127.17402,37.56389,289734
202408,1174052500,상일제1동,1781219,127.16484,37.55074,731861
202408,1174052600,상일제2동,1090000,127.17784,37.55674,70462
202408,1174053000,명일제1동,621207,127.14594,37.55037,454090
202408,1174054000,명일제2동,937505,127.1542,37.54829,451066
202408,1174055000,고덕제1동,1905349,127.15031,37.56335,117831
202408,1174056000,고덕제2동,2415151,127.16164,37.56586,195844
202408,1174057000,암사제1동,730232,127.13459,37.55186,98020
202408,1174058000,암사제2동,2442627,127.12324,37.55738,544245
202408,1174059000,암사제3동,1853001,127.13851,37.5615,193195
202408,1174060000,천호제1동,685407,127.13858,37.54632,404701
202408,1174061000,천호제2동,1828587,127.12228,37.54469,326910
202408,1174062000,천호제3동,538847,127.1332,37.53965,142851
202408,1174064000,성내제1동,661583,127.12552,37.52876,463989
202408,1174065000,성내제2동,626571,127.12774,37.53436,1762327
202408,1174066000,성내제3동,642074,127.1338,37.5284,149077
202408,1174068500,길동,1601118,127.14591,37.53973,552284
202408,1174069000,둔촌제1동,896155,127.14043,37.52315,331591
202408,1174070000,둔촌제2동,1594005,127.14741,37.53151,548916
202409,1111051500,청운효자동,2438307,126.97042,37.58466,244634
202409,1111053000,사직동,1165780,126.97014,37.57411,2395789
202409,1111054000,삼청동,1361445,126.98111,37.58801,140197
202409,1111055000,부암동,2202073,126.96256,37.5967,295810
202409,1111056000,평창동,9017316,126.96927,37.61396,256566
202409,1111057000,무악동,467575,126.95899,37.57774,58383
202409,1111058000,교남동,345990,126.96416,37.57105,295319
202409,1111060000,가회동,605383,126.98662,37.58268,68101
202409,1111061500,종로1.2.3.4가동,2394166,126.98973,37.57508,5104170
202409,1111063000,종로5.6가동,633463,127.00424,37.57302,1883085
202409,1111064000,이화동,755902,127.00307,37.57969,1427095
202409,1111065000,혜화동,1164691,126.99769,37.58747,575510
202409,1111067000,창신제1동,313832,127.01402,37.57226,301784
202409,1111068000,창신제2동,249894,127.01025,37.57575,6389
202409,1111069000,창신제3동,220395,127.01321,37.57882,139084
202409,1111070000,숭인제1동,237128,127.01686,37.57723,199350
202409,1111071000,숭인제2동,321465,127.02064,37.57431,724430
202409,1114052000,소공동,935656,126.97436,37.5643,2274398
202409,1114054000,회현동,892974,126.97671,37.55697,3987000
202409,1114055000,명동,1006850,126.98436,37.56373,3030997
202409,1114057000,필동,1478522,126.99385,37.5568,1035146
202409,1114058000,장충동,1003083,127.00228,37.55561,476794
202409,1114059000,광희동,752739,127.00363,37.5652,1455116
202409,1114060500,을지로동,599530,126.99649,37.56664,1621617
202409,1114061500,신당동,541354,127.01377,37.56575,778658
202409,1114062500,다산동,546686,127.00826,37.5547,109876
202409,1114063500,약수동,511938,127.01024,37.54984,629890
202409,1114064500,청구동,330066,127.01499,37.55686,76042
202409,1114065000,신당제5동,315652,127.02202,37.56358,181226
202409,1114066500,동화동,344934,127.01867,37.56059,247315
202409,1114067000,황학동,314878,127.0208,37.56842,124232
202409,1114068000,중림동,492309,126.96596,37.55732,153483
202409,1117051000,후암동,865282,126.98059,37.54994,186699
202409,1117052000,용산2가동,2045385,126.98353,37.54024,590067
202409,1117053000,남영동,751924,126.97351,37.54511,1186181
202409,1117055500,청파동,854585,126.96717,37.54786,248612
202409,1117056000,원효로제1동,563923,126.96656,37.53747,269220
