기준_년분기_코드,행정동코드,당월_매출_금액,당월_매출_건수
20204,1123065000,110946764627,3092870
20204,1123066000,73090226620,2939158
20204,1123070500,35832236588,1452115
20204,1123071000,22853477691,1548528
20204,1123072000,16610323077,909272
20204,1123073000,13004339074,624516
20204,1123074000,21030719209,2011021
20204,1123075000,6888008718,442812
20204,1126052000,19650911397,1204110
20204,1126054000,10713399323,651337
20204,1126055000,9431136854,359336
20204,1126056500,44476575625,2437176
20204,1126057000,34897110668,2027046
20204,1126057500,27478983283,1601890
20204,1126058000,50509575315,1140967
20204,1126059000,52267744530,2710002
20204,1126060000,13614078325,596978
20204,1126061000,31867482547,1811017
20204,1126062000,28416206434,1370940
20204,1126063000,23065515369,1287979
20204,1126065500,53780183284,2430925
20204,1126066000,11759371518,585012
20204,1126068000,53024707654,1594898
20204,1126069000,22194920529,1150851
20204,1129052500,15644152680,655270
20204,1129055500,44959856271,2261535
20204,1129057500,48410339993,2751183
20204,1129058000,5922446951,200504
20204,1129059000,4795432216,355533
20204,1129060000,27512887416,2268780
20204,1129061000,12343065915,688211
20204,1129062000,9046147370,547235
20204,1129063000,11862677680,527919
20204,1129064000,7581139540,459344
20204,1129065000,17606624804,936195
20204,1129066000,8247776501,366746
20204,1129068500,19568381743,655742
20204,1129070500,29836918074,2175860
20204,1129071500,12711401885,621301
20204,1129072500,22465090786,1324349
20204,1129076000,8243611490,500141
20204,1129077000,11920193290,654958
20204,1129078000,7335308951,297883
20204,1129081000,28543402850,1470247
20204,1130553400,14880923651,873050
20204,1130553500,34818079557,1953829
20204,1130554500,74776526864,2289342
20204,1130555500,34365638829,1726668
20204,1130557500,9563568592,504626
20204,1130559500,56263125899,2106646
20204,1130560300,8218259798,260885
20204,1130560800,11163052112,612790
20204,1130561500,38860215714,1699237
20204,1130562500,21259759301,1133389
20204,1130563500,55627658918,2575166
20204,1130564500,17598903874,819502
20204,1130566000,15928939428,920798
20204,1132051100,24297204560,1652284
20204,1132051200,19009741012,1040546
20204,1132051300,10597428688,577036
20204,1132051400,19803571591,1150376
20204,1132051500,36370542216,1832563
20204,1132052100,47783782917,1623083
20204,1132052200,10508764841,578447
20204,1132066000,10379324071,777360
20204,1132067000,22319490489,1368192
20204,1132068000,20185839784,1104050
20204,1132068100,9983522272,644391
20204,1132069000,39840607298,1731217
20204,1132070000,40296312012,1367410
20204,1132071000,10916096974,661440
20204,1135056000,18249663617,1188918
20204,1135057000,4622867121,352442
20204,1135058000,5055440779,342300
20204,1135059500,50419710431,2202801
20204,1135060000,29750856836,2179767
20204,1135061100,56074303509,2225307
20204,1135061200,3733956649,193184
20204,1135061900,34427278336,1535534
20204,1135062100,9755478986,426586
20204,1135062400,25440402766,1097137
20204,1135062500,123525093934,3763177
20204,1135063000,34164807038,1873499
20204,1135064000,75115856163,3532457
20204,1135066500,10411296786,592025
20204,1135067000,18648763523,965220
20204,1135069500,67564189511,2773154
20204,1135070000,10445416248,650479
20204,1135071000,12585909261,697926
20204,1135072000,2452276798,132989
20204,1138051000,34489197177,1202588
20204,1138052000,37334310015,1572946
20204,1138053000,23649367596,1323830
20204,1138055100,35327492311,1949800
20204,1138055200,47200427897,2410643
20204,1138056000,14737937881,814062
20204,1138057000,52017310597,2217501
20204,1138058000,35141834528,1678970
20204,1138059000,8356146132,566538
20204,1138060000,39501896523,1914807
20204,1138062500,31287055321,1961835
20204,1138063100,19056765441,1169778
20204,1138063200,9469871163,481069
20204,1138064000,9650935030,533341
20204,1138065000,3443423629,169267
20204,1138069000,22507737993,820027
20204,1141052000,13177215894,578528
20204,1141055500,11044388624,492121
20204,1141056500,27258337627,1659799
20204,1141058500,93078602477,5019037
20204,1141061500,52397703087,1825510
20204,1141062000,13295792689,709536
20204,1141064000,36596972152,1604548
20204,1141065500,5698916578,312889
20204,1141066000,12014659300,503566
20204,1141068500,13554017963,790684
20204,1141069000,10677267024,421871
20204,1141070000,18089090142,1030903
20204,1141071000,3645510213,201450
20204,1141072000,34490769464,1637709
20204,1144055500,25642714898,1128052
20204,1144056500,36921119773,1341962
20204,1144058500,34328031517,1383488
20204,1144059000,56586253864,1953752
20204,1144060000,53975618569,2168140
20204,1144061000,12256001814,621350
20204,1144063000,19799137947,985076
20204,1144065500,29069612489,1609491
20204,1144066000,237406392760,10299458
20204,1144068000,57715499813,2893116
20204,1144069000,39378313333,2588677
20204,1144070000,24177508207,1292787
20204,1144071000,29537830891,1302289
20204,1144072000,29266098973,1153907
20204,1144073000,33885926010,2010607
20204,1144074000,65075188152,4137744
20204,1147051000,58144424093,2131709
20204,1147052000,24879267113,1483657
20204,1147053000,31434091711,1473142
20204,1147054000,25891936653,1121715
20204,1147055000,38562537896,1400119
20204,1147056000,23009606254,1256487
20204,1147057000,15910182480,794202
20204,1147058000,6500684717,464241
20204,1147059000,11859976834,701206
20204,1147060000,9286541963,415777
20204,1147061000,11829353939,542444
20204,1147061100,13970102638,810899
20204,1147062000,27570440814,1160795
20204,1147063000,21243153841,732706
20204,1147064000,24776740316,1433389
20204,1147065000,63725387903,2720477
20204,1147067000,8766978758,219893
20204,1147068000,20671869425,885519
20204,1150051000,47141035228,2166749
20204,1150052000,58700378957,2166346
20204,1150053000,8821447033,512860
20204,1150053500,57576373007,2273352
20204,1150054000,63465662253,3670475
20204,1150055000,10125823507,560576
20204,1150056000,21662532118,1123799
20204,1150057000,32789056756,1649707
20204,1150059000,27887033794,1600514
20204,1150059100,29379572839,1642322
20204,1150059300,23290788055,1571327
20204,1150060300,85822054433,3942695
20204,1150060400,24440125836,1304471
20204,1150060500,7218152800,379373
20204,1150061100,180818783857,4855900
20204,1150061500,23666419130,1271179
20204,1150062000,34371573461,1456154
20204,1150063000,40184070589,2147180
20204,1150064000,20424258140,912486
20204,1150064100,8845033709,599744
20204,1153051000,31260014869,1518311
20204,1153052000,11437760579,622961
20204,1153053000,170450149214,2780218
20204,1153054000,130402949061,5729289
20204,1153055000,36871514115,1965522
20204,1153056000,66315526353,3030665
20204,1153059500,15553569044,1019154
20204,1153072000,48097247405,1533283
20204,1153073000,22558416636,1296616
20204,1153074000,24506976280,1465889
20204,1153075000,21811945543,1228080
20204,1153076000,15041915754,800976
20204,1153077000,31708660218,2141138
20204,1153078000,19433846486,1097818
20204,1153079000,9050613901,636670
20204,1154551000,735866478794,16718517
20204,1154561000,219991829140,3598491
20204,1154562000,17415012593,910054
20204,1154563000,31376983218,1507314
20204,1154564000,15111523863,917944
20204,1154567000,68961432458,2960718
20204,1154568000,5416530401,132738
20204,1154569000,10568668901,520049
20204,1154570000,9796831215,577987
20204,1154571000,23354017354,1340325
20204,1156051500,25231041152,1780239
20204,1156053500,232775960158,6871858
20204,1156054000,242949550497,8427547
20204,1156055000,98645014869,3481204
20204,1156056000,39273171130,2477821
20204,1156058500,12336646571,759493
20204,1156060500,113226946707,4169223
20204,1156061000,26628415993,1183289
20204,1156062000,67897054211,1259554
20204,1156063000,27317113302,1086398
20204,1156065000,16087068835,922514
20204,1156066000,3445444753,226177
20204,1156067000,7945939189,195811
20204,1156068000,27381617344,1347817
20204,1156069000,7275162847,455179
20204,1156070000,23400165920,1244177
20204,1156071000,26688583738,1132186
20204,1156072000,114145277897,2223353
20204,1159051000,265018967714,6769106
20204,1159052000,826982750142,12492196
20204,1159053000,51661149384,2975014
20204,1159054000,17858168644,1005684
20204,1159055000,30052912625,1420535
20204,1159056000,21400560322,1358930
20204,1159060500,41669311593,2500495
20204,1159062000,46240259580,1983832
20204,1159063000,57776018835,2776019
20204,1159064000,7718659746,414813
20204,1159065000,19001735092,804046
20204,1159065100,3980328096,302875
20204,1159066000,41795737861,2022413
20204,1159067000,15660235797,830055
20204,1159068000,28077041738,1620120
20204,1162052500,21464805744,1236720
20204,1162054500,3103014585,177925
20204,1162056500,7502232952,474453
20204,1162057500,35256164754,1808362
20204,1162058500,37855823344,1781209
20204,1162059500,104176105708,4144913
20204,1162060500,34518172875,1496944
20204,1162061500,30352395273,1622147
20204,1162062500,28577728313,1824401
20204,1162063000,19096908974,1133967
20204,1162064500,42239580347,2563746
20204,1162065500,13393383705,769508
20204,1162066500,14849998521,1129503
20204,1162068500,26643773387,1668348
20204,1162069500,48339376834,2715428
20204,1162071500,2896691984,155872
20204,1162072500,42655267459,1600087
20204,1162073500,25090719016,2527000
20204,1162074500,9904714510,491573
20204,1162076500,20781234659,955459
20204,1162077500,12524795126,920848
20204,1165051000,60364933428,2730128
20204,1165052000,90533514734,4037486
20204,1165053000,139628059253,5396671
20204,1165053100,144491267081,4006546
20204,1165054000,60468007826,2191181
20204,1165055000,3550667899,94452
20204,1165056000,54671176060,1893223
20204,1165057000,16182218301,572925
20204,1165058000,66541272764,1585315
20204,1165058100,74606278361,1949788
20204,1165059000,44920964671,1642391
20204,1165060000,63194686906,2245466
20204,1165061000,32737074165,1009010
20204,1165062000,21697735643,462945
20204,1165062100,53388673855,1953806
20204,1165065100,85625204753,3330703
20204,1165065200,111520198445,5098628
20204,1165066000,5173085223,184411
20204,1168051000,250103781057,5150391
20204,1168052100,237573493478,5665599
20204,1168053100,160950007529,5437528
20204,1168054500,275595121894,3352567
20204,1168056500,269630534859,3909294
20204,1168058000,309672689981,6528056
20204,1168059000,104762088253,3293191
20204,1168060000,67431197205,2060693
20204,1168061000,151074224605,3288181
20204,1168063000,116941990850,4791646
20204,1168064000,420872697352,16142320
20204,1168065000,95236497594,4308262
20204,1168065500,52589062603,1710205
20204,1168065600,52765812113,1858222
20204,1168066000,32937046,1056
20204,1168067000,15654265035,836803
20204,1168069000,47737215012,1829168
20204,1168070000,24394238011,1060248
20204,1168072000,9362499952,1458748
20204,1168073000,22304422343,1223764
20204,1168074000,2322331329,279666
20204,1168075000,54521227591,2558101
20204,1171051000,9982038041,547169
20204,1171052000,21801641785,963329
20204,1171053100,9394649911,476142
20204,1171053200,20917871142,1183452
20204,1171054000,17861267218,797343
20204,1171055000,28840162744,1439927
20204,1171056100,27676636225,1127570
20204,1171056200,80489899009,3723677
20204,1171056600,2907729434,268853
20204,1171057000,67828834046,1697501
20204,1171058000,59199062932,1880243
20204,1171059000,20706597009,817879
20204,1171060000,82961586076,3551695
20204,1171061000,54428484404,2587883
20204,1171062000,65762786261,2628515
20204,1171063100,324923918410,6767998
20204,1171063200,43093106542,1833393
20204,1171064100,26137290476,1034948
20204,1171064200,111225567463,4502199
20204,1171064600,22880202297,1017518
20204,1171064700,3285409256,267158
20204,1171065000,106498296029,4840201
20204,1171067000,34179004480,1369587
20204,1171068000,31227991571,1295879
20204,1171069000,7551051838,381532
20204,1171071000,141430057671,3256075
20204,1171072000,3971076620,126211
20204,1174051500,10296024108,584305
20204,1174052000,16778071104,572058
20204,1174053000,42132086921,2168134
20204,1174054000,38209553746,1807461
20204,1174055000,5267443163,260288
20204,1174056000,15378732620,809880
20204,1174057000,29362445385,1674950
20204,1174058000,17588810677,878370
20204,1174059000,13056698549,789048
20204,1174060000,22870083649,1131726
20204,1174061000,114661791149,3946596
20204,1174062000,27974773627,1182928
20204,1174064000,40317361943,1392776
20204,1174065000,33489135641,1684637
20204,1174066000,56571373741,2317036
20204,1174068500,81916509356,3759932
20204,1174070000,22512674114,952339
20211,1111051500,20399790801,882334
20211,1111053000,68038165369,3405262
20211,1111054000,25806139358,1004652
20211,1111055000,5805538667,226357
20211,1111056000,9948492638,408991
20211,1111057000,7372282834,477826
20211,1111058000,8285065957,362996
20211,1111060000,16491876630,974636
20211,1111061500,438821284360,10315770
20211,1111063000,85830238734,2545299
20211,1111064000,26911507520,2328988
20211,1111065000,37363474988,2160453
20211,1111067000,69019374188,2036440
20211,1111068000,10769525796,514458
20211,1111069000,361578901,30495
20211,1111070000,3233666901,202459
20211,1111071000,23587930197,1156376
20211,1114052000,114207649691,4252278
20211,1114054000,162927139667,4726926
20211,1114055000,170081707521,8086235
20211,1114057000,25005092807,1483650
20211,1114058000,18099318066,480358
20211,1114059000,117748934677,3612168
20211,1114060500,217700532494,7251953
20211,1114061500,53307254349,2044942
20211,1114062500,34948033929,1311252
20211,1114063500,25236421964,1339852
20211,1114064500,10409551886,340572
20211,1114065000,19771657181,919713
20211,1114066500,15364208623,748799
20211,1114067000,43200646415,1355549
20211,1114068000,20233638701,795639
20211,1117051000,20226051872,1187363
20211,1117052000,12049024913,735601
20211,1117053000,40925109946,2119854
20211,1117055500,34178393012,2294401
20211,1117056000,164769575195,1972367
20211,1117057000,48530842872,580815
20211,1117058000,11117519028,427553
20211,1117059000,22419886605,1074232
20211,1117062500,941683974668,4745699
20211,1117063000,32574421483,1169524
20211,1117064000,5193693787,215771
20211,1117065000,48618153835,2001099
20211,1117066000,13351579532,581398
20211,1117068500,72175593150,2006584
20211,1117069000,4809396701,190074
20211,1117070000,16679313077,882582
20211,1120052000,9971197267,440988
20211,1120053500,30435587630,1168279
20211,1120054000,24874890606,1091904
20211,1120055000,30070432558,3177241
20211,1120056000,32522169871,1433291
20211,1120057000,5161479525,295565
20211,1120058000,2271844352,117665
20211,1120059000,8447023181,266831
20211,1120061500,17098384301,846224
20211,1120062000,11526188522,515972
20211,1120064500,8206940641,247204
20211,1120065000,20750431471,909962
20211,1120066000,48265202631,1857937
20211,1120067000,46822000526,2314426
20211,1120069000,84569285557,4350765
20211,1120072000,6708175304,360846
20211,1120079000,24523426119,1443114
20211,1121571000,67600647372,4068155
20211,1121573000,33265511592,1653661
20211,1121574000,41370434921,1643144
20211,1121575000,36529193828,1715133
20211,1121576000,17626158173,1201364
20211,1121577000,30248275234,1512967
20211,1121578000,23328321092,830603
20211,1121581000,30787430290,1336361
20211,1121582000,33329438621,1870425
20211,1121583000,16668258961,922098
20211,1121584000,30597871496,1497038
20211,1121584700,32394804971,1645405
20211,1121585000,50936033990,2093502
20211,1121586000,26441329019,1369351
20211,1121587000,132596173045,2885163
20211,1123053600,84288391989,3488616
20211,1123054500,526560431604,12299617
20211,1123056000,45020327089,2176155
20211,1123057000,14250896736,865444
20211,1123060000,28790131432,921020
20211,1123061000,25265687323,1302503
20211,1123065000,102542921390,3180369
20211,1123066000,79746988720,3591848
20211,1123070500,44212889086,1677194
20211,1123071000,25598166148,1642632
20211,1123072000,15429677305,781398
20211,1123073000,14180255614,646770
20211,1123074000,20729392690,1731355
20211,1123075000,7197136911,470693
20211,1126052000,23737975318,1204153
20211,1126054000,12575176638,846316
20211,1126055000,7185475498,267628
20211,1126056500,50570728330,2913424
20211,1126057000,36699236159,1937418
20211,1126057500,31127168342,1819220
20211,1126058000,11229425411,717348
20211,1126059000,48697249597,2421272
20211,1126060000,14272116279,697649
20211,1126061000,34503387492,1929379
20211,1126062000,29404240535,1297852
20211,1126063000,26280089019,1638930
20211,1126065500,60529345121,2924192
20211,1126066000,15966136508,810513
20211,1126068000,33540824443,1385394
20211,1126069000,22085430611,1192143
20211,1129052500,23766338636,898294
20211,1129055500,47447611389,2146558
20211,1129057500,52853490017,2800619
20211,1129058000,7403397346,175848
20211,1129059000,6148795785,391849
20211,1129060000,27790449389,2285719
20211,1129061000,13166766906,671531
20211,1129062000,8589791422,523816
20211,1129063000,12606336573,656181
20211,1129064000,8405209089,529693
20211,1129065000,19810912722,1068411
20211,1129066000,9122975537,450043
20211,1129068500,19962088141,874393
20211,1129070500,32129563901,2209836
20211,1129071500,15943292676,933950
20211,1129072500,27828481193,1491301
20211,1129076000,9084261130,614587
20211,1129077000,11361925413,508959
20211,1129078000,8318823690,367110
20211,1129081000,32730550235,1583159
20211,1130553400,15963549407,992962
20211,1130553500,37624751201,1994068
20211,1130554500,73861945721,2665143
20211,1130555500,38215867294,1948000
20211,1130557500,11381033860,611192
20211,1130559500,55151542370,1924594
20211,1130560300,7530798067,351643
20211,1130560800,12133800126,683340
20211,1130561500,46305958514,2085133
20211,1130562500,20143993140,1176976
20211,1130563500,68877362401,3545462
20211,1130564500,22606455865,1093006
20211,1130566000,18540970953,1031003
20211,1132051100,24240769829,1460292
20211,1132051200,20486409452,1204882
20211,1132051300,13981688220,714651
20211,1132051400,16592036021,941827
20211,1132051500,51996927953,2377871
20211,1132052100,44706686387,1801012
20211,1132052200,9856298350,527065
20211,1132066000,12852158964,895044
20211,1132067000,25571217542,1329925
20211,1132068000,27076120984,1480445
20211,1132068100,11034381950,620614
20211,1132069000,43575214549,1999027
20211,1132070000,43639491033,1511310
20211,1132071000,11864689079,652983
20211,1135056000,18913263426,1180367
20211,1135057000,5110426774,289424
20211,1135058000,7418454807,458842
20211,1135059500,49398185684,2536721
20211,1135060000,31993800554,2157920
20211,1135061100,56441262132,2411283
20211,1135061200,3223339853,201255
20211,1135061900,35949722726,1461390
20211,1135062100,9496751451,440676
20211,1135062400,28389513316,1309241
20211,1135062500,43463561340,1875904
20211,1135063000,39876893274,2327476
20211,1135064000,75155551604,3706099
20211,1135066500,12411348395,827495
20211,1135067000,23980146931,1297700
20211,1135069500,79333761320,3119870
20211,1135070000,10228026743,540789
20211,1135071000,16283581475,908829
20211,1135072000,4491783209,223378
20211,1138051000,36662810543,1371229
20211,1138052000,46645352927,2036589
20211,1138053000,28193574390,1533886
20211,1138055100,40568214146,2373571
20211,1138055200,50043906264,2343741
20211,1138056000,16439000477,824679
20211,1138057000,58305868097,2833602
20211,1138058000,36772128576,1698323
20211,1138059000,19329324727,1033819
20211,1138060000,41501858932,2254455
20211,1138062500,33429624030,1948251
20211,1138063100,20465062895,1298922
20211,1138063200,11945046475,691528
20211,1138064000,10593832514,613888
20211,1138065000,3580224812,169675
20211,1138069000,23056310930,863331
20211,1141052000,17780724242,722727
20211,1141055500,12378838877,499823
20211,1141056500,28298739831,1647784
20211,1141058500,96146696657,5232039
20211,1141061500,50386577423,1887427
20211,1141062000,20037742825,967222
20211,1141064000,46367816396,2136268
20211,1141065500,6653154753,561891
20211,1141066000,20839678142,906053
20211,1141068500,17206123381,801123
20211,1141069000,9161730537,381097
20211,1141070000,24382979039,1469820
20211,1141071000,4275655004,208620
20211,1141072000,32816926455,1552195
20211,1144055500,25930040955,1112736
20211,1144056500,42693372707,1662476
20211,1144058500,37181207523,1490753
20211,1144059000,63323879087,2320370
20211,1144060000,49196593855,2072647
20211,1144061000,14220448259,803255
20211,1144063000,17602876598,810985
20211,1144065500,27910482997,1491275
20211,1144066000,250379907349,10823357
20211,1144068000,47129025826,2158000
20211,1144069000,43241015707,2686390
20211,1144070000,26152629436,1367874
20211,1144071000,33930049953,1480177
20211,1144072000,26918270955,1045275
20211,1144073000,29678485811,1940247
20211,1144074000,62960851182,4185149
20211,1147051000,66492227429,2532851
20211,1147052000,27585739596,1553001
20211,1147053000,33253455647,1796200
20211,1147054000,29566625902,1379101
20211,1147055000,50916240189,1486987
20211,1147056000,30730514504,1484665
20211,1147057000,16318032368,829729
20211,1147058000,9139420288,628405
20211,1147059000,13869497540,765233
20211,1147060000,13085041258,706441
20211,1147061000,13978165642,613866
20211,1147061100,13965266522,846576
20211,1147062000,28392964205,1228242
20211,1147063000,26961154297,1052879
20211,1147064000,31623130704,1985035
20211,1147065000,69715403583,2995511
20211,1147067000,8611795844,243743
20211,1147068000,29082165170,1415894
20211,1150051000,43376316103,2481696
20211,1150052000,69041750290,2766755
20211,1150053000,10702431463,436905
20211,1150053500,57442722751,2289679
20211,1150054000,71624130084,3888586
20211,1150055000,12115108209,620489
20211,1150056000,26713883381,1325450
20211,1150057000,38107709924,1940865
20211,1150059000,35900292695,1846798
20211,1150059100,32598029533,1721251
20211,1150059300,33378655843,1962487
20211,1150060300,87746144069,3414648
20211,1150060400,20560553439,1031803
20211,1150060500,8897510459,556226
20211,1150061100,185373672943,4685913
20211,1150061500,25264716298,1118503
20211,1150062000,32852382614,1810826
20211,1150063000,55854188504,2616625
20211,1150064000,27032426007,1232734
20211,1150064100,9962555345,789466
20211,1153051000,29153292803,1349315
20211,1153052000,10216073151,610472
20211,1153053000,178409164524,3140169
20211,1153054000,110767255099,6448692
20211,1153055000,42618483675,2233957
20211,1153056000,72556138193,2943483
20211,1153059500,19495075681,1230657
20211,1153072000,48531488742,1660185
20211,1153073000,25683253637,1384128
20211,1153074000,28039466271,1508129
20211,1153075000,23946528728,1335921
20211,1153076000,17132078935,860156
20211,1153077000,31714488743,2147347
20211,1153078000,19511399784,1038892
20211,1153079000,11936490147,790634
20211,1153080000,173704679,24410
20211,1154551000,708362929724,19188770
20211,1154561000,256723252389,4220004
20211,1154562000,22543339011,1234099
20211,1154563000,35852545293,1707899
20211,1154564000,14949736984,898198
20211,1154567000,76375392025,3245521
20211,1154568000,3892379022,131574
20211,1154569000,11751439017,536584
20211,1154570000,12046906278,698215
20211,1154571000,25890920434,1430317
20211,1156051500,43396333637,2746401
20211,1156053500,223307372869,7150821
20211,1156054000,257328979780,10062281
20211,1156055000,143042962766,4366150
20211,1156056000,47764104679,2583518
20211,1156058500,13139956739,578583
20211,1156060500,103805862349,3422034
20211,1156061000,23523453582,1355776
20211,1156062000,73382244998,1605638
20211,1156063000,32137732167,1318334
20211,1156065000,19633363885,931072
20211,1156066000,6135987990,336057
20211,1156067000,8701136485,337984
20211,1156068000,31804904941,1725566
20211,1156069000,10805078025,535633
20211,1156070000,27861286398,1421598
20211,1156071000,33655340764,1435908
20211,1156072000,139183126820,2205871
20211,1159051000,280777709066,7015706
20211,1159052000,858923300125,12601414
20211,1159053000,52133115360,2371815
20211,1159054000,19708648708,1076950
20211,1159055000,34530439611,1833830
20211,1159056000,20234083938,1170230
20211,1159060500,43070373556,2589903
20211,1159062000,46216195507,2004005
20211,1159063000,63870477521,3438023
20211,1159064000,9225832057,470130
20211,1159065000,20400167889,903180
20211,1159065100,4279380156,323112
20211,1159066000,44005119027,1811026
20211,1159067000,14260017754,836952
20211,1159068000,33403867337,2117673
20211,1162052500,24413980016,1564282
20211,1162054500,4050020748,171981
20211,1162056500,27656579887,1081602
20211,1162057500,39306297883,2063585
20211,1162058500,39855496948,1731786
20211,1162059500,78307449238,3642355
20211,1162060500,37727502451,1585147
20211,1162061500,34329347858,1621129
20211,1162062500,34776784492,2156192
20211,1162063000,21314129829,1199075
20211,1162064500,42828156788,2675728
20211,1162065500,17233414658,1064733
20211,1162066500,15512052501,1212762
20211,1162068500,26659022870,1780415
20211,1162069500,57844888934,3196757
20211,1162071500,4992528693,328910
20211,1162072500,58957941988,2082827
20211,1162073500,31200306342,3288716
20211,1162074500,11433742511,598045
20211,1162076500,23639551790,1173634
20211,1162077500,16207865483,1284883
20211,1165051000,61017460274,2658514
20211,1165052000,109350308869,4459827
20211,1165053000,149928515874,5789012
20211,1165053100,173614229519,4043870
20211,1165054000,66081490601,1890082
20211,1165055000,2923298960,38938
20211,1165056000,62869634153,2075710
20211,1165057000,14027137537,438837
20211,1165058000,79000941794,2412627
20211,1165058100,79947314354,1846446
20211,1165059000,47030261286,1749758
20211,1165060000,55703964944,1915214
20211,1165061000,32363169410,1192776
20211,1165062000,24442237085,678432
20211,1165062100,51720235242,1748714
20211,1165065100,89069566885,3268167
20211,1165065200,115208502594,5475838
20211,1165066000,5711310375,178683
20211,1168051000,250025314389,4532929
20211,1168052100,249414169802,5739343
20211,1168053100,158390599674,5079813
20211,1168054500,305430188484,4545310
20211,1168056500,236544444638,3350740
20211,1168058000,246013634369,7400233
20211,1168059000,83187676602,3267118
20211,1168060000,95011483127,2451021
20211,1168061000,158612937094,3631882
20211,1168063000,172295367023,5820919
20211,1168064000,457377634218,19306403
20211,1168065000,97957847003,4719524
20211,1168065500,61847362346,2259396
20211,1168065600,56453348842,2061535
20211,1168066000,275992420,7101
20211,1168067000,19697708250,911404
20211,1168069000,53153566802,2150221
20211,1168070000,27209609640,1107738
20211,1168072000,9912140890,1449865
20211,1168073000,22957057240,1047340
20211,1168074000,2992894143,296229
20211,1168075000,46978191988,3109095
20211,1171051000,10525383011,529670
20211,1171052000,26449910814,966720
20211,1171053100,15909949329,692565
20211,1171053200,21202641919,1142781
20211,1171054000,38817023418,806235
20211,1171055000,35242045724,1759188
20211,1171056100,31678329946,1012695
20211,1171056200,87391451223,3742011
20211,1171056600,3463877070,220619
20211,1171057000,73646265823,1951316
20211,1171058000,62309254344,1941868
20211,1171059000,29536042976,923398
20211,1171060000,78690477812,3289010
20211,1171061000,66733844212,2776733
20211,1171062000,64495413608,2827391
20211,1171063100,318727638298,6236188
20211,1171063200,52572527335,2271775
20211,1171064100,23688645399,942891
20211,1171064200,147378772851,5427912
20211,1171064600,29455574030,1203812
20211,1171064700,4178523979,322808
20211,1171065000,123921523799,4867695
20211,1171067000,40320562088,1635467
20211,1171068000,43075962876,1773270
20211,1171069000,9771419668,540763
20211,1171071000,126582763701,2962878
20211,1171072000,5770338432,259923
20211,1174051500,9871524861,489157
20211,1174052000,19378234691,703487
20211,1174053000,48478627165,2321009
20211,1174054000,55240452771,2442675
20211,1174055000,12862326015,487560
20211,1174056000,19111825659,1010128
20211,1174057000,32246598796,1838414
20211,1174058000,19506472042,904175
20211,1174059000,12222371710,604504
20211,1174060000,22538389721,1164276
20211,1174061000,125219421260,4017573
20211,1174062000,32255218680,1494461
20211,1174064000,40553464886,1388783
20211,1174065000,42438612623,1933369
20211,1174066000,67229495922,2638962
20211,1174068500,85728217357,4199366
20211,1174070000,25460361631,1077459
20212,1111051500,24633583996,1137675
20212,1111053000,82363328679,4249343
20212,1111054000,35567521723,1453756
20212,1111055000,7098262378,294769
20212,1111056000,12168737455,478329
20212,1111057000,7882363450,554531
20212,1111058000,9241537534,423047
20212,1111060000,20894777010,1188525
20212,1111061500,489655836470,13003944
20212,1111063000,102790481867,3172180
20212,1111064000,30871160052,2693731
20212,1111065000,42976679046,2575269
20212,1111067000,71659001314,2609018
20212,1111068000,12152333249,580483
20212,1111069000,457602393,37730
20212,1111070000,3818504421,239421
20212,1111071000,29457235759,1511429
20212,1114052000,117497850157,4745882
20212,1114054000,196587089282,6044718
20212,1114055000,197805011515,9622317
20212,1114057000,29103984487,1864093
20212,1114058000,22539791856,583474
20212,1114059000,114530519813,4259295
20212,1114060500,225574171574,7784511
20212,1114061500,67353202046,2535408
20212,1114062500,35881696640,1472780
20212,1114063500,25559646363,1403956
20212,1114064500,11720336211,409692
20212,1114065000,23781056701,1225344
20212,1114066500,19594699390,877317
20212,1114067000,53261869084,1505514
20212,1114068000,22535619900,936581
20212,1117051000,20898171844,1321628
20212,1117052000,14230856338,907133
20212,1117053000,48395298001,2405240
20212,1117055500,39369748949,2812083
20212,1117056000,173183560922,2423004
20212,1117057000,55686721185,712282
20212,1117058000,10032971820,488641
20212,1117059000,23390277031,1128066
20212,1117062500,831042493416,4711871
20212,1117063000,36275002259,1319129
20212,1117064000,5820393833,250564
20212,1117065000,64436606647,2550052
20212,1117066000,16034373270,723246
20212,1117068500,82868439211,2474928
20212,1117069000,5278662446,222655
20212,1117070000,17523965887,974633
20212,1120052000,11571472961,493030
20212,1120053500,36413270580,1327835
20212,1120054000,24142703292,1197273
20212,1120055000,36051424641,3932243
20212,1120056000,35917418092,1770519
20212,1120057000,5834254264,359173
20212,1120058000,2675942084,138909
20212,1120059000,6125439719,278629
20212,1120061500,18926786665,949537
20212,1120062000,12719299539,569264
20212,1120064500,9099806922,304098
20212,1120065000,24980692131,1151001
20212,1120066000,65650285675,2318698
20212,1120067000,50593946374,2610249
20212,1120069000,107000803545,5351522
20212,1120072000,8188493082,403943
20212,1120079000,29467482851,1652867
20212,1121571000,82665773522,4982619
20212,1121573000,42505289895,1893969
20212,1121574000,42080678289,1821116
20212,1121575000,41179402113,1876541
20212,1121576000,19716842953,1346486
20212,1121577000,32258117181,1732513
20212,1121578000,25473797872,1062390
20212,1121581000,34617382527,1608372
20212,1121582000,35282511505,2039423
20212,1121583000,18868915703,1092332
20212,1121584000,41160191336,1856928
20212,1121584700,38425399836,1937816
